0,1,2
OPP-022314,"EPAM Systems, Inc.",2025-04-07 19:16:17
OPP-022316,"Meta Platforms, Inc.",2025-05-14 02:38:33
OPP-022393,Tata Consultancy Services Limited,2025-06-13 17:24:36
OPP-022394,Fortive Corporation,2025-04-20 22:43:10
OPP-022413,EQT Corporation,2025-04-01 03:34:44
OPP-022421,Spotify Technology S.A.,2025-05-19 01:46:55
OPP-022440,Colgate-Palmolive Company,2025-04-02 05:56:58
OPP-022473,Atlassian Corporation,2025-05-16 00:48:25
OPP-022494,"Meta Platforms, Inc.",2025-06-08 06:33:55
OPP-022509,"Cisco Systems, Inc.",2025-05-01 05:29:16
OPP-022510,International Business Machines Corporation,2025-05-29 12:15:51
OPP-022519,Eastman Chemical Company,2025-05-29 07:23:54
OPP-022533,"Meta Platforms, Inc.",2025-06-23 00:28:47
OPP-022545,"D.R. Horton, Inc.",2025-04-23 23:04:21
OPP-022580,Alphabet Inc.,2025-04-02 16:27:09
OPP-022599,Adobe Inc.,2025-06-01 03:20:06
OPP-022602,Duke Energy Corporation,2025-04-28 18:40:36
OPP-022620,Citigroup Inc.,2025-04-26 15:47:52
OPP-022627,Eastman Chemical Company,2025-06-12 23:17:06
OPP-022643,Ford Motor Company,2025-05-11 09:19:41
OPP-022648,"Fiserv, Inc.",2025-06-07 09:00:39
OPP-022657,Atlassian Corporation,2025-05-25 02:05:29
OPP-022663,International Business Machines Corporation,2025-04-13 07:25:40
OPP-022690,"Salesforce, Inc.",2025-04-24 21:42:43
OPP-022702,Cognizant Technology Solutions Corporation,2025-06-26 08:48:07
OPP-022727,Dell Technologies Inc.,2025-05-04 13:32:13
OPP-022744,"Vmware, Inc",2025-06-14 11:26:32
OPP-022750,Microsoft Corporation,2025-04-15 02:02:38
OPP-022754,Colgate-Palmolive Company,2025-04-10 15:41:03
OPP-022759,CMS Energy Corporation,2025-05-19 16:26:06
OPP-022781,"Fortinet, Inc.",2025-05-22 02:16:29
OPP-022792,"Enphase Energy, Inc.",2025-04-19 05:40:52
OPP-022809,Electronic Arts Inc.,2025-04-21 17:02:09
OPP-022816,SAP SE,2025-06-12 04:38:16
OPP-022831,Emerson Electric Co.,2025-06-21 06:16:17
OPP-022858,Zoom Communications Inc.,2025-05-10 00:26:45
OPP-022869,Adobe Inc.,2025-06-16 03:24:12
OPP-022877,"EOG Resources, Inc.",2025-05-05 14:18:55
OPP-022880,"D.R. Horton, Inc.",2025-05-20 13:20:01
OPP-022881,"Dominion Energy, Inc.",2025-06-24 05:26:34
OPP-022898,CMS Energy Corporation,2025-06-20 10:06:11
OPP-022904,"Fortinet, Inc.",2025-06-22 07:00:52
OPP-022987,"Dropbox, Inc.",2025-06-01 09:50:55
OPP-022988,"Netflix, Inc.",2025-04-03 03:30:50
OPP-023000,Edwards Lifesciences Corporation,2025-05-26 01:28:49
OPP-023043,"Salesforce, Inc.",2025-05-30 13:52:28
OPP-023054,Duke Energy Corporation,2025-04-14 15:37:10
OPP-023061,International Business Machines Corporation,2025-04-15 11:17:41
OPP-023068,Alphabet Inc.,2025-06-01 14:06:52
OPP-023086,"Elevance Health, Inc.",2025-05-20 12:01:24
OPP-023125,"Amazon.com, Inc.",2025-05-08 22:03:45
OPP-023126,Dover Corporation,2025-04-26 16:15:43
OPP-023151,"Elevance Health, Inc.",2025-04-04 11:59:03
OPP-023158,"Fiserv, Inc.",2025-05-12 22:27:23
OPP-023201,DTE Energy Company,2025-04-13 19:10:48
OPP-023204,Sigmasoft Infotech Pvt.Ltd,2025-05-25 11:09:13
OPP-023205,Spotify Technology S.A.,2025-04-19 12:39:38
OPP-023241,"Dropbox, Inc.",2025-05-07 21:11:29
OPP-023243,The Clorox Company,2025-05-07 07:31:46
OPP-023248,Ford Motor Company,2025-06-09 08:47:14
OPP-023260,"EOG Resources, Inc.",2025-04-06 15:11:33
OPP-023310,"First Solar, Inc.",2025-05-23 10:35:46
OPP-023324,Ford Motor Company,2025-06-05 15:24:09
OPP-023373,"Cisco Systems, Inc.",2025-04-29 11:10:51
OPP-023374,Eastman Chemical Company,2025-05-30 01:56:48
OPP-023423,"Elevance Health, Inc.",2025-06-26 05:02:00
OPP-023429,Dover Corporation,2025-06-17 19:57:30
OPP-023432,Hewlett Packard Enterprise Company,2025-06-16 00:20:23
OPP-023438,The Coca-Cola Company,2025-06-22 17:31:57
OPP-023446,"Salesforce, Inc.",2025-04-03 15:26:02
OPP-023501,FirstEnergy Corp.,2025-05-30 03:57:10
OPP-023507,Spotify Technology S.A.,2025-06-19 16:31:46
OPP-023508,Duke Energy Corporation,2025-04-20 02:26:13
OPP-023518,Citigroup Inc.,2025-05-25 07:53:04
OPP-023521,Electronic Arts Inc.,2025-06-17 00:25:49
OPP-023564,"Fiserv, Inc.",2025-04-21 13:05:47
OPP-023566,Adobe Inc.,2025-05-19 17:23:21
OPP-023567,"EPAM Systems, Inc.",2025-06-06 00:47:55
OPP-023590,Infosys Limited,2025-05-17 19:36:51
OPP-023603,Sigmasoft Infotech Pvt.Ltd,2025-06-10 01:41:33
OPP-023606,EQT Corporation,2025-06-05 07:21:29
OPP-023632,The Clorox Company,2025-04-23 06:23:40
OPP-023646,Edwards Lifesciences Corporation,2025-06-06 01:39:00
OPP-023649,Adobe Inc.,2025-06-05 23:31:03
OPP-023679,CMS Energy Corporation,2025-06-04 23:50:31
OPP-023695,Hewlett Packard Enterprise Company,2025-05-18 06:11:49
OPP-023702,FirstEnergy Corp.,2025-04-09 04:30:33
OPP-023721,CMS Energy Corporation,2025-04-16 02:12:07
OPP-023729,"Workday, Inc.",2025-06-19 08:39:52
OPP-023737,Slack Technologies Inc,2025-06-16 14:29:51
OPP-023747,"Amazon.com, Inc.",2025-05-26 12:13:20
OPP-023750,"Dropbox, Inc.",2025-05-11 14:47:09
OPP-023753,The Clorox Company,2025-05-20 15:04:05
OPP-023754,Ford Motor Company,2025-06-26 07:55:55
OPP-023758,"Amazon.com, Inc.",2025-04-10 08:49:50
OPP-023759,"First Solar, Inc.",2025-06-10 22:43:34
OPP-023774,Microsoft Corporation,2025-05-10 15:27:36
OPP-023817,Equifax Inc.,2025-04-01 04:30:10
OPP-023821,"Dropbox, Inc.",2025-05-25 03:30:23
OPP-023840,Intuit Inc.,2025-04-28 00:32:09
OPP-023851,Infosys Limited,2025-06-07 06:55:44
OPP-023857,"EPAM Systems, Inc.",2025-04-08 18:11:51
OPP-023886,"Salesforce, Inc.",2025-04-13 21:28:39
OPP-023893,"Coinbase Global, Inc.",2025-06-16 20:45:05
OPP-023952,Ford Motor Company,2025-05-26 15:34:23
OPP-023953,Edison International,2025-04-19 09:49:18
OPP-023985,"ServiceNow, Inc.",2025-04-08 10:52:39
OPP-024007,Dell Technologies Inc.,2025-05-14 07:13:44
OPP-024038,"First Solar, Inc.",2025-04-25 16:04:41
OPP-024058,Oracle Corporation,2025-06-24 00:29:24
OPP-024078,"ServiceNow, Inc.",2025-06-09 07:29:55
OPP-024092,Ford Motor Company,2025-05-19 14:23:10
OPP-024103,Alphabet Inc.,2025-04-05 11:24:02
OPP-024112,Citigroup Inc.,2025-06-17 19:31:28
OPP-024126,"Fiserv, Inc.",2025-04-01 16:02:19
OPP-024147,Zoom Communications Inc.,2025-04-08 22:05:37
OPP-024209,"Vmware, Inc",2025-06-21 01:26:42
OPP-024221,Zoom Communications Inc.,2025-06-09 18:55:37
OPP-024240,CMS Energy Corporation,2025-05-20 14:37:36
OPP-024268,"DoorDash, Inc.",2025-04-29 23:12:20
OPP-024270,Snowflake Inc.,2025-05-29 19:02:12
OPP-024298,"First Solar, Inc.",2025-04-24 19:20:40
OPP-024309,Atlassian Corporation,2025-05-04 13:07:14
OPP-024333,"Enphase Energy, Inc.",2025-04-07 15:58:00
OPP-024336,Infosys Limited,2025-05-27 08:21:12
OPP-024340,Infosys Limited,2025-06-21 22:07:49
OPP-024352,"EOG Resources, Inc.",2025-06-19 02:27:20
OPP-024383,Duke Energy Corporation,2025-05-19 22:38:04
OPP-024394,"Meta Platforms, Inc.",2025-06-24 03:10:24
OPP-024409,Atlassian Corporation,2025-05-23 01:50:10
OPP-024428,Entergy Corporation,2025-05-30 11:40:50
OPP-024448,CMS Energy Corporation,2025-05-12 19:13:50
OPP-024467,Dell Technologies Inc.,2025-05-30 04:39:04
OPP-024471,Colgate-Palmolive Company,2025-06-15 05:09:11
OPP-024472,Snowflake Inc.,2025-06-01 22:39:33
OPP-024473,"First Solar, Inc.",2025-06-10 20:37:58
OPP-024480,"DuPont de Nemours, Inc.",2025-04-22 21:11:07
OPP-024491,Oracle Corporation,2025-04-13 01:34:36
OPP-024501,Alphabet Inc.,2025-04-10 03:26:35
OPP-024524,Alphabet Inc.,2025-06-18 20:38:18
OPP-024539,Ford Motor Company,2025-04-12 05:07:20
OPP-024551,Entergy Corporation,2025-05-20 09:29:25
OPP-024555,"Cisco Systems, Inc.",2025-05-30 09:55:03
OPP-024569,Oracle Corporation,2025-04-26 02:54:07
OPP-024574,The Coca-Cola Company,2025-04-12 20:28:02
OPP-024600,"D.R. Horton, Inc.",2025-05-09 01:08:31
OPP-024621,Equifax Inc.,2025-05-03 19:30:30
OPP-024623,"Fiserv, Inc.",2025-04-16 18:35:30
OPP-024652,Edwards Lifesciences Corporation,2025-06-22 19:50:03
OPP-024655,"Citizens Financial Group, Inc.",2025-06-05 01:38:06
OPP-024722,Ford Motor Company,2025-06-25 04:47:12
OPP-024761,"Fortinet, Inc.",2025-06-03 17:30:07
OPP-024780,"Dominion Energy, Inc.",2025-05-12 03:15:30
OPP-024783,Intuit Inc.,2025-05-20 18:30:23
OPP-024806,Hewlett Packard Enterprise Company,2025-04-15 13:05:04
OPP-024888,Ford Motor Company,2025-05-04 07:14:46
OPP-024914,Microsoft Corporation,2025-04-22 08:43:06
OPP-024922,"Meta Platforms, Inc.",2025-05-21 17:14:48
OPP-024936,"DuPont de Nemours, Inc.",2025-06-02 15:38:10
OPP-024947,The Clorox Company,2025-06-05 23:01:34
OPP-024954,"Dropbox, Inc.",2025-04-08 09:12:40
OPP-024964,Duke Energy Corporation,2025-06-02 14:42:15
OPP-024975,EQT Corporation,2025-06-18 12:12:38
