0,1,2,3,4
OPP-019686,Renewal,Closed Won,52495.16015625,Pending
OPP-019691,Expansion,Closed Won,16586.1796875,Non-Renewed
OPP-019697,Renewal,Closed Won,21255.7890625,Renewed
OPP-019700,Upsell,Closed Won,86599.21875,Pending
OPP-019712,Cross-sell,Closed Won,14328.25,Non-Renewed
OPP-019714,Cross-sell,Closed Won,38218.8984375,Non-Renewed
OPP-019717,Cross-sell,Closed Won,14313.2802734375,Non-Renewed
OPP-019731,Renewal,Closed Won,74272.34375,Pending
OPP-019732,New Business,Closed Won,28583.30078125,Non-Renewed
OPP-019736,New Business,Closed Won,21158.08984375,Renewed
OPP-019737,Renewal,Closed Won,84142.890625,Non-Renewed
OPP-019738,New Business,Closed Won,52077.421875,Pending
OPP-019740,New Business,Closed Won,93477.5625,Pending
OPP-019753,New Business,Closed Won,17329.220703125,Non-Renewed
OPP-019756,New Business,Closed Won,65272.01171875,Pending
OPP-019757,Expansion,Closed Won,21972.51953125,Non-Renewed
OPP-019758,New Business,Closed Won,81356.3125,Renewed
OPP-019771,Renewal,Closed Won,36399.51953125,Renewed
OPP-019786,Cross-sell,Closed Won,75990.1796875,Non-Renewed
OPP-019787,Expansion,Closed Won,68650.921875,Pending
OPP-019792,Cross-sell,Closed Won,24425.6796875,Non-Renewed
OPP-019797,Expansion,Closed Won,53410.4296875,Non-Renewed
OPP-019798,Expansion,Closed Won,51771.3515625,Renewed
OPP-019800,New Business,Closed Won,71332.8984375,Non-Renewed
OPP-019805,Renewal,Closed Won,61406.01171875,Non-Renewed
OPP-019806,Upsell,Closed Won,92131.3125,Non-Renewed
OPP-019807,Cross-sell,Closed Won,36313.41015625,Non-Renewed
OPP-019810,Expansion,Closed Won,7298.8701171875,Renewed
OPP-019815,New Business,Closed Won,19265.890625,Non-Renewed
OPP-019817,Expansion,Closed Won,55201.91015625,Pending
OPP-019829,Expansion,Closed Won,34615.2890625,Auto-Renew
OPP-019830,Expansion,Closed Won,35452.8984375,Auto-Renew
OPP-019849,Renewal,Closed Won,26258.740234375,Renewed
OPP-019869,New Business,Closed Won,98698.328125,Auto-Renew
OPP-019875,Upsell,Closed Won,14629.6201171875,Non-Renewed
OPP-019881,Cross-sell,Closed Won,82878.21875,Non-Renewed
OPP-019888,Upsell,Closed Won,15084.76953125,Non-Renewed
OPP-019893,Expansion,Closed Won,17736.16015625,Pending
OPP-019894,Upsell,Closed Won,81857.859375,Auto-Renew
OPP-019896,Renewal,Closed Won,48651.9296875,Non-Renewed
OPP-019900,Cross-sell,Closed Won,86322.90625,Non-Renewed
OPP-019907,Cross-sell,Closed Won,3514.06005859375,Non-Renewed
OPP-019908,Expansion,Closed Won,18681.8203125,Pending
OPP-019917,Renewal,Closed Won,33474.671875,Pending
OPP-019918,Cross-sell,Closed Won,82798.0078125,Non-Renewed
OPP-019919,Upsell,Closed Won,1944.31005859375,Pending
OPP-019923,Expansion,Closed Won,88348.1015625,Pending
OPP-019926,Expansion,Closed Won,80366.0625,Auto-Renew
OPP-019927,New Business,Closed Won,29924.33984375,Non-Renewed
OPP-019931,Renewal,Closed Won,51232.2109375,Non-Renewed
OPP-019953,Cross-sell,Closed Won,25880.720703125,Auto-Renew
OPP-019954,Expansion,Closed Won,84089.90625,Non-Renewed
OPP-019955,Cross-sell,Closed Won,90538.4375,Renewed
OPP-019959,Renewal,Closed Won,80721.7265625,Non-Renewed
OPP-019976,Renewal,Closed Won,61941.8515625,Non-Renewed
OPP-019981,Expansion,Closed Won,66185.0390625,Renewed
OPP-019982,Cross-sell,Closed Won,23415.0390625,Renewed
OPP-019986,New Business,Closed Won,63019.5703125,Auto-Renew
OPP-019989,Cross-sell,Closed Won,21798.0,Pending
OPP-020000,Upsell,Closed Won,82765.7265625,Pending
OPP-020003,Renewal,Closed Won,7868.85986328125,Non-Renewed
OPP-020010,Expansion,Closed Won,16088.9697265625,Non-Renewed
OPP-020018,Renewal,Closed Won,66288.3671875,Non-Renewed
OPP-020024,Expansion,Closed Won,48899.1796875,Pending
OPP-020028,Upsell,Closed Won,13600.1298828125,Non-Renewed
OPP-020035,Cross-sell,Closed Won,53276.828125,Auto-Renew
OPP-020040,Upsell,Closed Won,59998.2109375,Non-Renewed
OPP-020060,Expansion,Closed Won,17751.109375,Non-Renewed
OPP-020076,New Business,Closed Won,97524.21875,Renewed
OPP-020082,New Business,Closed Won,6096.3798828125,Renewed
OPP-020083,Upsell,Closed Won,9836.2099609375,Pending
OPP-020095,Cross-sell,Closed Won,48000.4296875,Non-Renewed
OPP-020099,Renewal,Closed Won,35087.890625,Renewed
OPP-020104,Upsell,Closed Won,19216.83984375,Non-Renewed
OPP-020112,Expansion,Closed Won,28755.4609375,Renewed
OPP-020118,Expansion,Closed Won,95742.84375,Non-Renewed
OPP-020123,Upsell,Closed Won,17409.25,Non-Renewed
OPP-020139,Renewal,Closed Won,57828.25,Non-Renewed
OPP-020146,Upsell,Closed Won,80927.90625,Non-Renewed
OPP-020150,Expansion,Closed Won,11759.8603515625,Pending
OPP-020156,Renewal,Closed Won,46546.5703125,Pending
OPP-020157,Cross-sell,Closed Won,28810.3203125,Renewed
OPP-020168,New Business,Closed Won,62749.23046875,Non-Renewed
OPP-020171,Upsell,Closed Won,81499.9921875,Pending
OPP-020173,New Business,Closed Won,99865.21875,Pending
OPP-020176,Upsell,Closed Won,18016.390625,Pending
OPP-020177,Upsell,Closed Won,27411.130859375,Auto-Renew
OPP-020180,Upsell,Closed Won,35573.66015625,Auto-Renew
OPP-020185,Upsell,Closed Won,1537.22998046875,Non-Renewed
OPP-020195,Renewal,Closed Won,69130.890625,Non-Renewed
OPP-020196,Expansion,Closed Won,98252.203125,Renewed
OPP-020206,Cross-sell,Closed Won,10755.01953125,Pending
OPP-020207,Renewal,Closed Won,77206.2421875,Non-Renewed
OPP-020232,Upsell,Closed Won,99217.8203125,Auto-Renew
OPP-020234,Cross-sell,Closed Won,56995.12109375,Pending
OPP-020252,Expansion,Closed Won,87556.4921875,Non-Renewed
OPP-020253,Cross-sell,Closed Won,99448.78125,Pending
OPP-020256,Renewal,Closed Won,91739.8515625,Pending
OPP-020257,Upsell,Closed Won,78883.9609375,Pending
OPP-020260,Renewal,Closed Won,46533.48046875,Pending
OPP-020266,Renewal,Closed Won,20346.849609375,Renewed
OPP-020276,Renewal,Closed Won,58196.7890625,Renewed
OPP-020277,Upsell,Closed Won,12015.759765625,Auto-Renew
OPP-020293,Cross-sell,Closed Won,80575.59375,Non-Renewed
OPP-020296,Cross-sell,Closed Won,83234.7890625,Pending
OPP-020297,Expansion,Closed Won,45375.55078125,Auto-Renew
OPP-020303,Expansion,Closed Won,76383.0,Pending
OPP-020305,Cross-sell,Closed Won,23321.810546875,Auto-Renew
OPP-020326,Expansion,Closed Won,17378.25,Pending
OPP-020329,Expansion,Closed Won,9080.2998046875,Renewed
OPP-020333,Expansion,Closed Won,61449.69140625,Non-Renewed
OPP-020336,Cross-sell,Closed Won,95174.2734375,Non-Renewed
OPP-020338,Expansion,Closed Won,97749.3125,Auto-Renew
OPP-020340,Cross-sell,Closed Won,52595.19140625,Non-Renewed
OPP-020341,New Business,Closed Won,75248.2265625,Renewed
OPP-020343,New Business,Closed Won,2290.389892578125,Non-Renewed
OPP-020348,Upsell,Closed Won,96014.6328125,Non-Renewed
OPP-020358,Renewal,Closed Won,45938.6015625,Non-Renewed
OPP-020371,Renewal,Closed Won,24157.8203125,Non-Renewed
OPP-020380,Renewal,Closed Won,47009.55078125,Auto-Renew
OPP-020383,Upsell,Closed Won,15307.51953125,Renewed
OPP-020386,Upsell,Closed Won,95970.7578125,Non-Renewed
OPP-020393,Renewal,Closed Won,95381.53125,Non-Renewed
OPP-020399,Cross-sell,Closed Won,79782.828125,Non-Renewed
OPP-020404,New Business,Closed Won,88493.03125,Non-Renewed
OPP-020423,Upsell,Closed Won,84426.2578125,Non-Renewed
OPP-020425,Expansion,Closed Won,64208.890625,Auto-Renew
OPP-020428,Upsell,Closed Won,15330.6298828125,Auto-Renew
OPP-020433,Expansion,Closed Won,99515.3671875,Pending
OPP-020439,Renewal,Closed Won,3786.72998046875,Non-Renewed
OPP-020441,Renewal,Closed Won,56640.37109375,Pending
OPP-020451,Renewal,Closed Won,89985.9375,Non-Renewed
OPP-020452,Cross-sell,Closed Won,50191.33984375,Non-Renewed
OPP-020453,New Business,Closed Won,52907.48828125,Pending
OPP-020454,New Business,Closed Won,83076.2890625,Auto-Renew
OPP-020460,New Business,Closed Won,53140.921875,Non-Renewed
OPP-020462,Upsell,Closed Won,28914.05078125,Renewed
OPP-020483,Renewal,Closed Won,91179.5625,Non-Renewed
OPP-020516,Expansion,Closed Won,10083.740234375,Renewed
OPP-020525,Upsell,Closed Won,97231.8828125,Non-Renewed
OPP-020528,Expansion,Closed Won,99337.328125,Pending
OPP-020531,Cross-sell,Closed Won,8410.830078125,Pending
OPP-020536,Cross-sell,Closed Won,68204.3203125,Non-Renewed
OPP-020537,New Business,Closed Won,67253.3203125,Auto-Renew
OPP-020540,Upsell,Closed Won,54264.05078125,Non-Renewed
OPP-020544,Upsell,Closed Won,97957.4296875,Auto-Renew
OPP-020545,Expansion,Closed Won,74087.3671875,Auto-Renew
OPP-020552,Cross-sell,Closed Won,17829.0,Pending
OPP-020554,Renewal,Closed Won,74994.8125,Non-Renewed
OPP-020566,Cross-sell,Closed Won,68328.7578125,Renewed
OPP-020572,Upsell,Closed Won,64325.03125,Auto-Renew
OPP-020578,Expansion,Closed Won,1678.8299560546875,Pending
OPP-020606,Upsell,Closed Won,42905.19921875,Renewed
OPP-020609,Upsell,Closed Won,33967.7890625,Pending
OPP-020610,Cross-sell,Closed Won,55908.921875,Non-Renewed
OPP-020612,Cross-sell,Closed Won,11943.1201171875,Non-Renewed
OPP-020622,Expansion,Closed Won,73653.0078125,Non-Renewed
OPP-020628,Renewal,Closed Won,46562.71875,Auto-Renew
OPP-020632,Renewal,Closed Won,52002.44921875,Auto-Renew
OPP-020636,Cross-sell,Closed Won,9373.849609375,Non-Renewed
OPP-020639,Upsell,Closed Won,88376.25,Pending
OPP-020647,Upsell,Closed Won,28427.6796875,Non-Renewed
OPP-020654,Cross-sell,Closed Won,16977.9296875,Non-Renewed
OPP-020662,Expansion,Closed Won,50373.5703125,Non-Renewed
OPP-020665,Cross-sell,Closed Won,81440.2890625,Non-Renewed
OPP-020672,Cross-sell,Closed Won,62119.421875,Non-Renewed
OPP-020673,Cross-sell,Closed Won,97222.96875,Pending
OPP-020680,Upsell,Closed Won,24251.80078125,Pending
OPP-020681,Cross-sell,Closed Won,95132.1484375,Renewed
OPP-020691,Expansion,Closed Won,80678.203125,Non-Renewed
OPP-020696,New Business,Closed Won,82830.1875,Pending
OPP-020705,Upsell,Closed Won,55743.4609375,Non-Renewed
OPP-020711,Cross-sell,Closed Won,18561.25,Non-Renewed
OPP-020713,Cross-sell,Closed Won,20336.349609375,Non-Renewed
OPP-020718,Renewal,Closed Won,74886.3671875,Pending
OPP-020721,Cross-sell,Closed Won,67149.0703125,Renewed
OPP-020724,Expansion,Closed Won,69073.9375,Pending
OPP-020725,Renewal,Closed Won,77833.6875,Non-Renewed
OPP-020726,New Business,Closed Won,98767.6796875,Non-Renewed
OPP-020727,New Business,Closed Won,95644.34375,Renewed
OPP-020737,Renewal,Closed Won,31275.109375,Pending
OPP-020741,New Business,Closed Won,4930.43017578125,Renewed
OPP-020743,Renewal,Closed Won,62493.0703125,Auto-Renew
OPP-020748,Upsell,Closed Won,31348.849609375,Non-Renewed
OPP-020749,Renewal,Closed Won,24874.05078125,Auto-Renew
OPP-020751,New Business,Closed Won,98673.109375,Auto-Renew
OPP-020752,New Business,Closed Won,7129.47021484375,Non-Renewed
OPP-020753,New Business,Closed Won,66441.0625,Non-Renewed
OPP-020755,New Business,Closed Won,95731.5625,Renewed
OPP-020770,Expansion,Closed Won,85270.03125,Renewed
OPP-020777,Renewal,Closed Won,87942.5390625,Pending
OPP-020785,Upsell,Closed Won,29075.140625,Pending
OPP-020817,Renewal,Closed Won,26961.01953125,Auto-Renew
OPP-020821,New Business,Closed Won,40331.30859375,Renewed
OPP-020824,New Business,Closed Won,44644.05078125,Non-Renewed
OPP-020832,Renewal,Closed Won,17588.73046875,Pending
OPP-020855,Cross-sell,Closed Won,75057.171875,Non-Renewed
OPP-020862,Upsell,Closed Won,29529.76953125,Non-Renewed
OPP-020866,New Business,Closed Won,79114.78125,Non-Renewed
OPP-020867,Upsell,Closed Won,99828.90625,Non-Renewed
OPP-020895,Renewal,Closed Won,87118.9921875,Non-Renewed
OPP-020897,Upsell,Closed Won,14712.66015625,Non-Renewed
OPP-020898,Expansion,Closed Won,65309.53125,Non-Renewed
OPP-020901,Renewal,Closed Won,76046.703125,Non-Renewed
OPP-020903,Expansion,Closed Won,4607.72998046875,Renewed
OPP-020910,Cross-sell,Closed Won,54087.94921875,Renewed
OPP-020911,Cross-sell,Closed Won,68687.796875,Auto-Renew
OPP-020921,Upsell,Closed Won,6252.6298828125,Renewed
OPP-020922,New Business,Closed Won,22852.6796875,Non-Renewed
OPP-020924,Expansion,Closed Won,69901.4296875,Renewed
OPP-020934,Upsell,Closed Won,90717.6484375,Auto-Renew
OPP-020936,Upsell,Closed Won,90678.9609375,Non-Renewed
OPP-020937,Expansion,Closed Won,70607.8671875,Renewed
OPP-020955,New Business,Closed Won,17072.69921875,Auto-Renew
OPP-020956,Cross-sell,Closed Won,35145.94140625,Non-Renewed
OPP-020957,Expansion,Closed Won,57859.109375,Non-Renewed
OPP-020958,Upsell,Closed Won,15641.2802734375,Auto-Renew
OPP-020959,Cross-sell,Closed Won,7042.18017578125,Auto-Renew
OPP-020965,Expansion,Closed Won,99564.1171875,Pending
OPP-020966,New Business,Closed Won,28179.58984375,Auto-Renew
OPP-020970,Upsell,Closed Won,22424.33984375,Non-Renewed
OPP-020974,Expansion,Closed Won,88519.7890625,Pending
OPP-020979,Renewal,Closed Won,29216.599609375,Non-Renewed
OPP-020985,Cross-sell,Closed Won,5614.0,Non-Renewed
OPP-020990,Cross-sell,Closed Won,70368.453125,Renewed
OPP-020992,Renewal,Closed Won,42723.44140625,Non-Renewed
OPP-020998,Expansion,Closed Won,3327.72998046875,Auto-Renew
OPP-021003,Cross-sell,Closed Won,33181.69921875,Pending
OPP-021005,New Business,Closed Won,76229.578125,Non-Renewed
OPP-021021,Upsell,Closed Won,69482.34375,Pending
OPP-021022,New Business,Closed Won,75104.5234375,Renewed
OPP-021028,Cross-sell,Closed Won,24557.41015625,Auto-Renew
OPP-021036,Renewal,Closed Won,74849.03125,Non-Renewed
OPP-021057,Expansion,Closed Won,73259.296875,Non-Renewed
OPP-021059,Renewal,Closed Won,86312.84375,Non-Renewed
OPP-021065,Expansion,Closed Won,89086.828125,Non-Renewed
OPP-021077,New Business,Closed Won,45304.859375,Pending
OPP-021080,Expansion,Closed Won,52653.80859375,Pending
OPP-021105,Cross-sell,Closed Won,70039.03125,Auto-Renew
OPP-021111,Expansion,Closed Won,35148.3984375,Auto-Renew
OPP-021115,Expansion,Closed Won,93058.96875,Non-Renewed
OPP-021117,Cross-sell,Closed Won,51685.859375,Renewed
OPP-021121,Expansion,Closed Won,42316.62109375,Pending
OPP-021125,Cross-sell,Closed Won,81882.34375,Non-Renewed
OPP-021128,Expansion,Closed Won,93200.203125,Renewed
OPP-021130,Upsell,Closed Won,57267.921875,Non-Renewed
OPP-021141,Expansion,Closed Won,48173.5390625,Pending
OPP-021143,New Business,Closed Won,59182.828125,Non-Renewed
OPP-021144,Cross-sell,Closed Won,50717.58984375,Renewed
OPP-021148,New Business,Closed Won,93977.1484375,Pending
OPP-021155,Renewal,Closed Won,38409.83984375,Auto-Renew
OPP-021158,Expansion,Closed Won,95999.671875,Auto-Renew
OPP-021169,New Business,Closed Won,29589.720703125,Non-Renewed
OPP-021174,New Business,Closed Won,54387.4609375,Renewed
OPP-021178,Renewal,Closed Won,91924.078125,Auto-Renew
OPP-021183,Cross-sell,Closed Won,32693.609375,Pending
OPP-021185,Upsell,Closed Won,59485.171875,Pending
OPP-021197,Renewal,Closed Won,42392.62890625,Renewed
OPP-021200,New Business,Closed Won,56343.4296875,Non-Renewed
OPP-021202,New Business,Closed Won,67845.09375,Auto-Renew
OPP-021224,Upsell,Closed Won,63184.5703125,Non-Renewed
OPP-021236,Upsell,Closed Won,30544.330078125,Non-Renewed
OPP-021238,Cross-sell,Closed Won,73106.4296875,Pending
OPP-021240,Expansion,Closed Won,54112.44140625,Non-Renewed
OPP-021241,Cross-sell,Closed Won,19586.8203125,Pending
OPP-021243,New Business,Closed Won,48078.26953125,Auto-Renew
OPP-021244,Upsell,Closed Won,48419.12890625,Auto-Renew
OPP-021247,Upsell,Closed Won,61519.9609375,Non-Renewed
OPP-021248,New Business,Closed Won,37489.62890625,Non-Renewed
OPP-021250,Expansion,Closed Won,11242.58984375,Non-Renewed
OPP-021255,New Business,Closed Won,12192.6796875,Pending
OPP-021259,Renewal,Closed Won,92843.3984375,Non-Renewed
OPP-021266,New Business,Closed Won,89948.828125,Pending
OPP-021272,Renewal,Closed Won,57771.21875,Renewed
OPP-021275,Expansion,Closed Won,15435.73046875,Renewed
OPP-021276,New Business,Closed Won,76360.8515625,Renewed
OPP-021277,New Business,Closed Won,86777.2890625,Non-Renewed
OPP-021279,Renewal,Closed Won,80248.4921875,Auto-Renew
OPP-021282,Upsell,Closed Won,67479.546875,Pending
OPP-021294,Upsell,Closed Won,41467.44921875,Non-Renewed
OPP-021297,Cross-sell,Closed Won,51615.75,Non-Renewed
OPP-021312,Upsell,Closed Won,7171.93994140625,Non-Renewed
OPP-021323,Renewal,Closed Won,96682.203125,Auto-Renew
OPP-021324,Upsell,Closed Won,16593.859375,Non-Renewed
OPP-021325,Renewal,Closed Won,8597.3896484375,Non-Renewed
OPP-021328,Expansion,Closed Won,66340.5,Auto-Renew
OPP-021331,Cross-sell,Closed Won,65602.1796875,Renewed
OPP-021332,Renewal,Closed Won,45266.46875,Non-Renewed
OPP-021333,Upsell,Closed Won,4681.240234375,Renewed
OPP-021335,Renewal,Closed Won,35850.4609375,Renewed
OPP-021344,New Business,Closed Won,92885.390625,Renewed
OPP-021352,Renewal,Closed Won,41590.6015625,Non-Renewed
OPP-021353,Renewal,Closed Won,70088.59375,Non-Renewed
OPP-021360,New Business,Closed Won,28201.439453125,Non-Renewed
OPP-021362,Renewal,Closed Won,29621.41015625,Renewed
OPP-021368,Renewal,Closed Won,63737.328125,Non-Renewed
OPP-021372,Cross-sell,Closed Won,53657.48828125,Renewed
OPP-021378,Cross-sell,Closed Won,26190.169921875,Non-Renewed
OPP-021383,Cross-sell,Closed Won,97389.75,Non-Renewed
OPP-021386,Expansion,Closed Won,98200.6875,Renewed
OPP-021389,Expansion,Closed Won,2953.85009765625,Renewed
OPP-021396,New Business,Closed Won,48285.12890625,Renewed
OPP-021398,New Business,Closed Won,99036.6875,Pending
OPP-021400,Upsell,Closed Won,20084.080078125,Auto-Renew
OPP-021407,New Business,Closed Won,49196.23828125,Pending
OPP-021415,Expansion,Closed Won,38131.41015625,Non-Renewed
OPP-021419,New Business,Closed Won,80010.1796875,Non-Renewed
OPP-021425,Renewal,Closed Won,13916.8896484375,Non-Renewed
OPP-021431,Upsell,Closed Won,23034.970703125,Renewed
OPP-021432,Expansion,Closed Won,42424.8203125,Non-Renewed
OPP-021442,Cross-sell,Closed Won,11031.01953125,Auto-Renew
OPP-021452,Cross-sell,Closed Won,39389.2109375,Non-Renewed
OPP-021454,Upsell,Closed Won,29489.470703125,Non-Renewed
OPP-021457,New Business,Closed Won,69299.6328125,Non-Renewed
OPP-021470,New Business,Closed Won,82346.2109375,Pending
OPP-021478,Upsell,Closed Won,16006.650390625,Non-Renewed
OPP-021479,New Business,Closed Won,86015.390625,Pending
OPP-021482,Renewal,Closed Won,22826.859375,Non-Renewed
OPP-021483,Upsell,Closed Won,83458.6875,Non-Renewed
OPP-021484,Upsell,Closed Won,84165.25,Non-Renewed
OPP-021487,Upsell,Closed Won,70066.8984375,Renewed
OPP-021491,New Business,Closed Won,22357.19921875,Pending
OPP-021494,Cross-sell,Closed Won,82121.3828125,Renewed
OPP-021506,Cross-sell,Closed Won,99953.8125,Renewed
OPP-021513,Upsell,Closed Won,36763.828125,Renewed
OPP-021520,New Business,Closed Won,79879.078125,Non-Renewed
OPP-021526,Upsell,Closed Won,61238.96875,Auto-Renew
OPP-021539,Renewal,Closed Won,47193.44921875,Auto-Renew
OPP-021542,Expansion,Closed Won,50048.23828125,Non-Renewed
OPP-021543,Expansion,Closed Won,5058.830078125,Non-Renewed
OPP-021549,Cross-sell,Closed Won,89909.859375,Pending
OPP-021556,Cross-sell,Closed Won,52490.28125,Non-Renewed
OPP-021558,Expansion,Closed Won,79890.28125,Auto-Renew
OPP-021559,Upsell,Closed Won,68673.4375,Non-Renewed
OPP-021564,Cross-sell,Closed Won,56366.51171875,Pending
OPP-021573,New Business,Closed Won,25471.3203125,Non-Renewed
OPP-021586,Cross-sell,Closed Won,81789.7578125,Renewed
OPP-021594,Expansion,Closed Won,80681.34375,Non-Renewed
OPP-021596,Renewal,Closed Won,41428.26171875,Non-Renewed
OPP-021604,New Business,Closed Won,68131.71875,Non-Renewed
OPP-021608,New Business,Closed Won,81749.609375,Pending
OPP-021614,New Business,Closed Won,47177.3203125,Auto-Renew
OPP-021619,Renewal,Closed Won,36172.3515625,Renewed
OPP-021626,New Business,Closed Won,56398.5390625,Auto-Renew
OPP-021628,Renewal,Closed Won,95336.3828125,Pending
OPP-021629,New Business,Closed Won,53980.3515625,Pending
OPP-021637,Cross-sell,Closed Won,73319.78125,Renewed
OPP-021643,Expansion,Closed Won,86148.9296875,Renewed
OPP-021644,Cross-sell,Closed Won,64041.30078125,Non-Renewed
OPP-021646,Expansion,Closed Won,37333.96875,Non-Renewed
OPP-021651,Cross-sell,Closed Won,4006.919921875,Pending
OPP-021653,Upsell,Closed Won,88000.703125,Non-Renewed
OPP-021656,Renewal,Closed Won,31766.779296875,Auto-Renew
OPP-021670,New Business,Closed Won,2055.159912109375,Pending
OPP-021674,New Business,Closed Won,47529.8984375,Non-Renewed
OPP-021677,New Business,Closed Won,50406.140625,Renewed
OPP-021687,New Business,Closed Won,5275.2099609375,Non-Renewed
OPP-021689,Expansion,Closed Won,87772.59375,Non-Renewed
OPP-021691,Expansion,Closed Won,70306.4765625,Non-Renewed
OPP-021696,New Business,Closed Won,87340.046875,Non-Renewed
OPP-021705,Renewal,Closed Won,68708.53125,Auto-Renew
OPP-021711,New Business,Closed Won,77755.953125,Non-Renewed
OPP-021713,Upsell,Closed Won,98510.0390625,Auto-Renew
OPP-021719,New Business,Closed Won,20396.51953125,Renewed
OPP-021730,Expansion,Closed Won,63050.1796875,Renewed
OPP-021732,Renewal,Closed Won,70187.390625,Pending
OPP-021734,Upsell,Closed Won,50090.69140625,Non-Renewed
OPP-021745,Upsell,Closed Won,54575.46875,Non-Renewed
OPP-021753,New Business,Closed Won,61244.5,Pending
OPP-021771,Cross-sell,Closed Won,74191.3515625,Pending
OPP-021778,Upsell,Closed Won,16785.990234375,Pending
OPP-021788,Renewal,Closed Won,21781.099609375,Non-Renewed
OPP-021794,Expansion,Closed Won,19706.279296875,Non-Renewed
OPP-021801,Expansion,Closed Won,15680.740234375,Non-Renewed
OPP-021808,Expansion,Closed Won,18533.970703125,Renewed
OPP-021810,Renewal,Closed Won,71393.3828125,Pending
OPP-021820,Cross-sell,Closed Won,84378.4609375,Pending
OPP-021827,Renewal,Closed Won,42243.01953125,Non-Renewed
OPP-021829,New Business,Closed Won,18176.609375,Non-Renewed
OPP-021831,Upsell,Closed Won,72756.3671875,Non-Renewed
OPP-021848,Upsell,Closed Won,26325.2109375,Pending
OPP-021853,Upsell,Closed Won,27711.7109375,Non-Renewed
OPP-021858,Upsell,Closed Won,83396.171875,Renewed
OPP-021860,Upsell,Closed Won,98282.4375,Auto-Renew
OPP-021863,Upsell,Closed Won,87862.8125,Renewed
OPP-021868,Renewal,Closed Won,41648.87890625,Non-Renewed
OPP-021869,Upsell,Closed Won,26205.80078125,Pending
OPP-021877,Upsell,Closed Won,60962.609375,Pending
OPP-021879,Expansion,Closed Won,35972.80859375,Auto-Renew
OPP-021881,Upsell,Closed Won,83254.1875,Non-Renewed
OPP-021890,Expansion,Closed Won,21024.810546875,Non-Renewed
OPP-021896,Expansion,Closed Won,66412.7890625,Pending
OPP-021897,Cross-sell,Closed Won,9986.5302734375,Non-Renewed
OPP-021910,Upsell,Closed Won,53730.51171875,Non-Renewed
OPP-021912,Renewal,Closed Won,22727.779296875,Non-Renewed
OPP-021931,New Business,Closed Won,47146.921875,Renewed
OPP-021933,Renewal,Closed Won,17506.830078125,Non-Renewed
OPP-021938,New Business,Closed Won,49590.19921875,Renewed
OPP-021939,Upsell,Closed Won,16999.380859375,Auto-Renew
OPP-021942,Expansion,Closed Won,87583.59375,Non-Renewed
OPP-021952,Cross-sell,Closed Won,96899.7890625,Renewed
OPP-021954,New Business,Closed Won,89612.2109375,Non-Renewed
OPP-021956,Upsell,Closed Won,11158.7099609375,Non-Renewed
OPP-021967,Upsell,Closed Won,23846.51953125,Non-Renewed
OPP-021973,Cross-sell,Closed Won,84801.4375,Renewed
OPP-021977,Renewal,Closed Won,61536.2890625,Renewed
OPP-021978,Cross-sell,Closed Won,84893.7578125,Pending
OPP-021987,Cross-sell,Closed Won,43265.6796875,Renewed
OPP-021991,New Business,Closed Won,93131.390625,Pending
OPP-021999,Expansion,Closed Won,57858.78125,Auto-Renew
OPP-022000,Expansion,Closed Won,41229.76953125,Non-Renewed
OPP-022009,Upsell,Closed Won,57341.98828125,Non-Renewed
OPP-022011,New Business,Closed Won,46644.73046875,Non-Renewed
OPP-022017,Upsell,Closed Won,64940.23046875,Auto-Renew
OPP-022018,Cross-sell,Closed Won,24516.830078125,Pending
OPP-022019,New Business,Closed Won,75129.859375,Auto-Renew
OPP-022025,New Business,Closed Won,93243.34375,Non-Renewed
OPP-022034,Cross-sell,Closed Won,25137.990234375,Non-Renewed
OPP-022043,Cross-sell,Closed Won,9841.1796875,Pending
OPP-022051,Upsell,Closed Won,76238.9921875,Non-Renewed
OPP-022052,Expansion,Closed Won,1084.1199951171875,Non-Renewed
OPP-022062,New Business,Closed Won,49758.41015625,Auto-Renew
OPP-022073,Upsell,Closed Won,9227.900390625,Non-Renewed
OPP-022077,Cross-sell,Closed Won,44958.51171875,Non-Renewed
OPP-022092,Cross-sell,Closed Won,45716.48046875,Non-Renewed
OPP-022094,Upsell,Closed Won,82957.953125,Non-Renewed
OPP-022096,Cross-sell,Closed Won,78568.2421875,Pending
OPP-022106,Expansion,Closed Won,74689.578125,Pending
OPP-022107,Cross-sell,Closed Won,72466.2890625,Non-Renewed
OPP-022110,Upsell,Closed Won,18006.029296875,Non-Renewed
OPP-022115,New Business,Closed Won,11187.5400390625,Non-Renewed
OPP-022123,Expansion,Closed Won,61168.4609375,Auto-Renew
OPP-022125,New Business,Closed Won,68646.6796875,Non-Renewed
OPP-022130,Upsell,Closed Won,31098.720703125,Pending
OPP-022133,Renewal,Closed Won,39578.328125,Auto-Renew
OPP-022135,Upsell,Closed Won,99948.953125,Non-Renewed
OPP-022140,Expansion,Closed Won,62450.28125,Renewed
OPP-022141,Expansion,Closed Won,72666.296875,Pending
OPP-022142,Expansion,Closed Won,83642.2890625,Renewed
OPP-022151,Cross-sell,Closed Won,79075.296875,Non-Renewed
OPP-022156,Expansion,Closed Won,57859.6015625,Non-Renewed
OPP-022157,New Business,Closed Won,10886.41015625,Non-Renewed
OPP-022165,New Business,Closed Won,75656.3515625,Auto-Renew
