Contract_ID,Opportunity_ID,Account_ID,Start_Date,End_Date,Contract_Value,Contract_Type,Renewal_Status,Cancellation_Reason,Renewal_Type,Contract_Status
CONT-003391,OPP-020721,ACC-000036,2024-07-18 13:43:46,2026-12-20 13:43:46,450008.96,Quarterly,Renewed,,Outcome-Based Contracts,Active
CONT-003392,OPP-020724,ACC-000015,2024-09-22 00:00:00,2025-09-22 00:00:00,118825.97,Annual,Pending,,Product Licensing,Active
CONT-003393,OPP-020725,ACC-000044,2022-03-18 00:00:00,2022-06-16 00:00:00,123946.49,Quarterly,Non-Renewed,Product Issues,Infrastructure & Environment Setup,Inactive
CONT-003394,OPP-020726,ACC-000003,2023-03-23 00:00:00,2023-06-21 00:00:00,379412.19,Quarterly,Non-Renewed,Business Closure,Staff Augmentation,Inactive
CONT-003395,OPP-020727,ACC-000036,2024-08-08 13:43:46,2026-07-24 13:43:46,28028.84,Quarterly,Renewed,,Staff Augmentation,Active
CONT-003396,OPP-020737,ACC-000054,2025-03-30 13:43:46,2026-11-05 13:43:46,170013.89,Custom,Pending,,Data & Analytics Services,Active
CONT-003397,OPP-020741,ACC-000059,2024-11-17 13:43:46,2027-03-31 13:43:46,130462,Annual,Renewed,,Development Projects,Active
CONT-003398,OPP-020743,ACC-000036,2024-08-04 13:43:46,2026-07-23 13:43:46,249879,Quarterly,Auto-Renew,,Product Licensing,Active
CONT-003399,OPP-020748,ACC-000012,2021-01-21 00:00:00,2021-08-19 00:00:00,150224.8,Custom,Non-Renewed,Product Issues,Staff Augmentation,Inactive
CONT-003400,OPP-020749,ACC-000053,2025-03-29 13:43:46,2027-03-17 13:43:46,418317.74,Annual,Auto-Renew,,System Integration,Active
CONT-003401,OPP-020751,ACC-000032,2024-08-11 13:43:46,2027-04-18 13:43:46,289174.18,Quarterly,Auto-Renew,,Managed Services,Active
CONT-003402,OPP-020752,ACC-000027,2024-11-26 00:00:00,2025-02-24 00:00:00,36654.32,Quarterly,Non-Renewed,Merger/Acquisition,Infrastructure & Environment Setup,Inactive
CONT-003403,OPP-020753,ACC-000050,2021-10-28 00:00:00,2022-01-26 00:00:00,493886.06,Quarterly,Non-Renewed,Merger/Acquisition,System Integration,Inactive
CONT-003404,OPP-020755,ACC-000032,2025-04-25 13:43:46,2025-11-12 13:43:46,129229.96,Annual,Renewed,,Data & Analytics Services,Active
CONT-003405,OPP-020770,ACC-000054,2024-12-23 13:43:46,2026-05-16 13:43:46,189529.96,Quarterly,Renewed,,Development Projects,Active
CONT-003406,OPP-020777,ACC-000005,2024-10-16 13:43:46,2027-02-11 13:43:46,54966.05,Custom,Pending,,Outcome-Based Contracts,Active
CONT-003407,OPP-020785,ACC-000033,2025-05-13 13:43:46,2025-11-25 13:43:46,370430.04,Annual,Pending,,Managed Services,Active
CONT-003408,OPP-020817,ACC-000025,2025-04-29 13:43:46,2027-02-18 13:43:46,483731.47,Quarterly,Auto-Renew,,Staff Augmentation,Active
CONT-003409,OPP-020821,ACC-000013,2025-01-07 13:43:46,2026-01-21 13:43:46,204488.49,Quarterly,Renewed,,Professional Services,Active
CONT-003410,OPP-020824,ACC-000027,2024-02-02 00:00:00,2024-09-29 00:00:00,305449.61,Custom,Non-Renewed,Competitor,Professional Services,Inactive
CONT-003411,OPP-020832,ACC-000022,2024-11-10 13:43:46,2027-01-18 13:43:46,407057.72,Quarterly,Pending,,Outcome-Based Contracts,Active
CONT-003412,OPP-020855,ACC-000039,2023-08-13 00:00:00,2023-11-11 00:00:00,366515.97,Quarterly,Non-Renewed,Business Closure,Outcome-Based Contracts,Inactive
CONT-003413,OPP-020862,ACC-000001,2022-08-25 00:00:00,2022-11-23 00:00:00,75479.6,Quarterly,Non-Renewed,Business Closure,Infrastructure & Environment Setup,Inactive
CONT-003414,OPP-020866,ACC-000054,2023-01-23 00:00:00,2024-01-23 00:00:00,426427.32,Annual,Non-Renewed,Poor Service,Infrastructure & Environment Setup,Inactive
CONT-003415,OPP-020867,ACC-000018,2024-06-08 00:00:00,2025-06-08 00:00:00,345536.89,Annual,Non-Renewed,Budget Constraints,Infrastructure & Environment Setup,Inactive
CONT-003416,OPP-020895,ACC-000062,2024-04-26 00:00:00,2024-07-25 00:00:00,127166.73,Quarterly,Non-Renewed,Merger/Acquisition,Managed Services,Inactive
CONT-003417,OPP-020897,ACC-000058,2022-12-06 00:00:00,2023-03-06 00:00:00,347089.46,Quarterly,Non-Renewed,Competitor,Professional Services,Inactive
CONT-003418,OPP-020898,ACC-000005,2021-08-23 00:00:00,2022-01-20 00:00:00,402113.5,Custom,Non-Renewed,Competitor,Outcome-Based Contracts,Inactive
CONT-003419,OPP-020901,ACC-000048,2024-09-26 00:00:00,2025-05-24 00:00:00,219586.61,Custom,Non-Renewed,Product Issues,System Integration,Inactive
CONT-003420,OPP-020903,ACC-000047,2024-09-15 13:43:46,2025-10-04 13:43:46,392962.67,Quarterly,Renewed,,Professional Services,Active
CONT-003421,OPP-020910,ACC-000044,2024-08-09 13:43:46,2026-05-05 13:43:46,345755.35,Annual,Renewed,,Professional Services,Active
CONT-003422,OPP-020911,ACC-000045,2025-06-07 13:43:46,2026-02-09 13:43:46,79243.09,Custom,Auto-Renew,,Infrastructure & Environment Setup,Active
CONT-003423,OPP-020921,ACC-000043,2025-02-12 13:43:46,2026-09-09 13:43:46,490399.09,Quarterly,Renewed,,Support & Maintenance,Active
CONT-003424,OPP-020922,ACC-000054,2021-01-18 00:00:00,2021-04-18 00:00:00,267262.46,Quarterly,Non-Renewed,Poor Service,Staff Augmentation,Inactive
CONT-003425,OPP-020924,ACC-000008,2024-08-17 13:43:46,2026-12-06 13:43:46,251617.07,Quarterly,Renewed,,Staff Augmentation,Active
CONT-003426,OPP-020934,ACC-000060,2024-11-19 13:43:46,2027-05-09 13:43:46,242819.11,Quarterly,Auto-Renew,,System Integration,Active
CONT-003427,OPP-020936,ACC-000034,2023-02-09 00:00:00,2023-08-08 00:00:00,326634.52,Custom,Non-Renewed,Business Closure,Product Licensing,Inactive
CONT-003428,OPP-020937,ACC-000031,2024-10-04 13:43:46,2026-03-16 13:43:46,488231.72,Quarterly,Renewed,,Data & Analytics Services,Active
CONT-003429,OPP-020955,ACC-000044,2024-07-29 13:43:46,2027-05-19 13:43:46,456482.32,Quarterly,Auto-Renew,,System Integration,Active
CONT-003430,OPP-020956,ACC-000023,2024-03-02 00:00:00,2024-05-31 00:00:00,151413.02,Quarterly,Non-Renewed,Poor Service,Professional Services,Inactive
CONT-003431,OPP-020957,ACC-000061,2024-02-04 00:00:00,2024-05-04 00:00:00,254988.36,Quarterly,Non-Renewed,Business Closure,System Integration,Inactive
CONT-003432,OPP-020958,ACC-000041,2024-09-16 13:43:46,2027-04-19 13:43:46,247422.37,Quarterly,Auto-Renew,,Development Projects,Active
CONT-003433,OPP-020959,ACC-000030,2024-11-23 13:43:46,2027-01-12 13:43:46,486121.27,Annual,Auto-Renew,,Professional Services,Active
CONT-003434,OPP-020965,ACC-000045,2024-08-11 13:43:46,2027-02-23 13:43:46,185044.58,Custom,Pending,,Product Licensing,Active
CONT-003435,OPP-020966,ACC-000004,2025-05-19 13:43:46,2025-09-08 13:43:46,326998.6,Quarterly,Auto-Renew,,Infrastructure & Environment Setup,Active
CONT-003436,OPP-020970,ACC-000005,2023-06-01 00:00:00,2023-12-28 00:00:00,212948.94,Custom,Non-Renewed,Merger/Acquisition,Staff Augmentation,Inactive
CONT-003437,OPP-020974,ACC-000006,2025-03-06 13:43:46,2026-03-18 13:43:46,154777.16,Quarterly,Pending,,Outcome-Based Contracts,Active
CONT-003438,OPP-020979,ACC-000029,2022-03-03 00:00:00,2022-09-29 00:00:00,367918.16,Custom,Non-Renewed,Business Closure,Support & Maintenance,Inactive
CONT-003439,OPP-020985,ACC-000010,2021-07-15 00:00:00,2021-10-13 00:00:00,205452.57,Quarterly,Non-Renewed,Competitor,Development Projects,Inactive
CONT-003440,OPP-020990,ACC-000061,2025-05-20 13:43:46,2026-06-07 13:43:46,307965.14,Quarterly,Renewed,,Product Licensing,Active
CONT-003441,OPP-020992,ACC-000042,2023-09-24 00:00:00,2023-12-23 00:00:00,193570.17,Quarterly,Non-Renewed,Budget Constraints,Outcome-Based Contracts,Inactive
CONT-003442,OPP-020998,ACC-000051,2024-12-14 13:43:46,2025-12-26 13:43:46,56180.03,Quarterly,Auto-Renew,,System Integration,Active
CONT-003443,OPP-021003,ACC-000045,2025-05-21 13:43:46,2026-10-19 13:43:46,57091.03,Annual,Pending,,Infrastructure & Environment Setup,Active
CONT-003444,OPP-021005,ACC-000060,2022-02-12 00:00:00,2023-02-12 00:00:00,138342.49,Annual,Non-Renewed,Budget Constraints,Professional Services,Inactive
CONT-003445,OPP-021021,ACC-000052,2025-04-02 13:43:46,2026-02-13 13:43:46,227832.67,Quarterly,Pending,,Staff Augmentation,Active
CONT-003446,OPP-021022,ACC-000006,2025-06-18 13:43:46,2027-02-25 13:43:46,109935.13,Quarterly,Renewed,,Staff Augmentation,Active
CONT-003447,OPP-021028,ACC-000013,2024-10-13 13:43:46,2025-12-18 13:43:46,319675.71,Custom,Auto-Renew,,Development Projects,Active
CONT-003448,OPP-021036,ACC-000047,2022-11-27 00:00:00,2023-04-26 00:00:00,365835.47,Custom,Non-Renewed,Business Closure,Support & Maintenance,Inactive
CONT-003449,OPP-021057,ACC-000059,2021-11-09 00:00:00,2022-02-07 00:00:00,300603.6,Quarterly,Non-Renewed,Business Closure,System Integration,Inactive
CONT-003450,OPP-021059,ACC-000019,2024-06-10 00:00:00,2024-09-08 00:00:00,227878.04,Quarterly,Non-Renewed,Poor Service,Development Projects,Inactive
CONT-003451,OPP-021065,ACC-000029,2022-09-06 00:00:00,2023-06-03 00:00:00,368670.62,Custom,Non-Renewed,Product Issues,Managed Services,Inactive
CONT-003452,OPP-021077,ACC-000007,2024-08-29 13:43:46,2025-08-21 13:43:46,422181.35,Quarterly,Pending,,Data & Analytics Services,Active
CONT-003453,OPP-021080,ACC-000010,2025-02-08 13:43:46,2025-08-16 13:43:46,465352.55,Annual,Pending,,Managed Services,Active
CONT-003454,OPP-021105,ACC-000040,2025-05-11 13:43:46,2027-04-24 13:43:46,37183.53,Annual,Auto-Renew,,Product Licensing,Active
CONT-003455,OPP-021111,ACC-000026,2025-06-21 13:43:46,2025-10-10 13:43:46,434108.64,Quarterly,Auto-Renew,,System Integration,Active
CONT-003456,OPP-021115,ACC-000002,2023-04-09 00:00:00,2024-04-08 00:00:00,265843.32,Annual,Non-Renewed,Product Issues,Outcome-Based Contracts,Inactive
CONT-003457,OPP-021117,ACC-000046,2025-01-31 13:43:46,2026-12-23 13:43:46,138917.62,Custom,Renewed,,Infrastructure & Environment Setup,Active
CONT-003458,OPP-021121,ACC-000026,2024-08-19 13:43:46,2027-05-05 13:43:46,109499.91,Custom,Pending,,Infrastructure & Environment Setup,Active
CONT-003459,OPP-021125,ACC-000027,2023-01-21 00:00:00,2023-04-21 00:00:00,56346.94,Quarterly,Non-Renewed,Poor Service,Support & Maintenance,Inactive
CONT-003460,OPP-021128,ACC-000062,2024-08-01 00:00:00,2025-08-01 00:00:00,166171.47,Annual,Renewed,,System Integration,Active
CONT-003461,OPP-021130,ACC-000033,2022-03-07 00:00:00,2022-04-06 00:00:00,235602.82,Custom,Non-Renewed,Poor Service,Product Licensing,Inactive
CONT-003462,OPP-021141,ACC-000008,2025-06-11 13:43:46,2027-02-16 13:43:46,476338.24,Custom,Pending,,Support & Maintenance,Active
CONT-003463,OPP-021143,ACC-000034,2022-04-05 00:00:00,2023-04-05 00:00:00,401692.01,Annual,Non-Renewed,Product Issues,Infrastructure & Environment Setup,Inactive
CONT-003464,OPP-021144,ACC-000006,2024-11-06 13:43:46,2026-06-22 13:43:46,337614.44,Annual,Renewed,,Professional Services,Active
CONT-003465,OPP-021148,ACC-000049,2024-12-16 13:43:46,2026-09-13 13:43:46,256552.59,Annual,Pending,,Staff Augmentation,Active
CONT-003466,OPP-021155,ACC-000015,2025-06-21 13:43:46,2026-04-27 13:43:46,17001.76,Quarterly,Auto-Renew,,Outcome-Based Contracts,Active
CONT-003467,OPP-021158,ACC-000047,2025-06-26 13:43:46,2026-03-14 13:43:46,299728.64,Annual,Auto-Renew,,System Integration,Active
CONT-003468,OPP-021169,ACC-000001,2022-10-22 00:00:00,2023-04-20 00:00:00,442724.46,Custom,Non-Renewed,Poor Service,Managed Services,Inactive
CONT-003469,OPP-021174,ACC-000040,2025-01-11 13:43:46,2026-12-29 13:43:46,362828.3,Quarterly,Renewed,,Infrastructure & Environment Setup,Active
CONT-003470,OPP-021178,ACC-000059,2024-10-04 13:43:46,2026-08-28 13:43:46,449921.21,Quarterly,Auto-Renew,,Support & Maintenance,Active
CONT-003471,OPP-021183,ACC-000038,2024-08-23 13:43:46,2026-06-09 13:43:46,345704.61,Custom,Pending,,Infrastructure & Environment Setup,Active
CONT-003472,OPP-021185,ACC-000028,2025-01-07 13:43:46,2026-04-30 13:43:46,165118.86,Annual,Pending,,Data & Analytics Services,Active
CONT-003473,OPP-021197,ACC-000061,2025-04-04 13:43:46,2025-09-13 13:43:46,72027.63,Custom,Renewed,,Support & Maintenance,Active
CONT-003474,OPP-021200,ACC-000026,2021-01-02 00:00:00,2021-06-01 00:00:00,87819.49,Custom,Non-Renewed,Business Closure,Data & Analytics Services,Inactive
CONT-003475,OPP-021202,ACC-000014,2025-05-07 13:43:46,2025-07-30 13:43:46,327349.16,Quarterly,Auto-Renew,,Staff Augmentation,Active
CONT-003476,OPP-021224,ACC-000055,2021-10-05 00:00:00,2022-02-02 00:00:00,207733.31,Custom,Non-Renewed,Business Closure,Development Projects,Inactive
CONT-003477,OPP-021236,ACC-000027,2022-11-05 00:00:00,2023-06-03 00:00:00,294035.52,Custom,Non-Renewed,Product Issues,Development Projects,Inactive
CONT-003478,OPP-021238,ACC-000001,2024-11-15 13:43:46,2027-02-13 13:43:46,316378.08,Annual,Pending,,Infrastructure & Environment Setup,Active
CONT-003479,OPP-021240,ACC-000014,2021-04-14 00:00:00,2021-07-13 00:00:00,231308.5,Quarterly,Non-Renewed,Business Closure,Managed Services,Inactive
CONT-003480,OPP-021241,ACC-000005,2025-06-03 13:43:46,2025-12-31 13:43:46,430964.85,Annual,Pending,,Data & Analytics Services,Active
CONT-003481,OPP-021243,ACC-000006,2025-02-21 13:43:46,2025-10-20 13:43:46,80049.71,Quarterly,Auto-Renew,,Data & Analytics Services,Active
CONT-003482,OPP-021244,ACC-000011,2025-04-08 13:43:46,2026-11-11 13:43:46,243598.42,Annual,Auto-Renew,,System Integration,Active
CONT-003483,OPP-021247,ACC-000028,2024-06-13 00:00:00,2025-06-13 00:00:00,49282.92,Annual,Non-Renewed,Merger/Acquisition,Data & Analytics Services,Inactive
CONT-003484,OPP-021248,ACC-000045,2021-04-07 00:00:00,2022-02-01 00:00:00,360711.66,Custom,Non-Renewed,Poor Service,Infrastructure & Environment Setup,Inactive
CONT-003485,OPP-021250,ACC-000037,2023-03-11 00:00:00,2024-03-10 00:00:00,279912.11,Annual,Non-Renewed,Product Issues,Development Projects,Inactive
CONT-003486,OPP-021255,ACC-000060,2025-01-10 13:43:46,2027-04-05 13:43:46,435800.23,Annual,Pending,,Data & Analytics Services,Active
CONT-003487,OPP-021259,ACC-000001,2021-04-07 00:00:00,2021-05-07 00:00:00,303503.19,Custom,Non-Renewed,Budget Constraints,Outcome-Based Contracts,Inactive
CONT-003488,OPP-021266,ACC-000009,2025-01-12 13:43:46,2026-04-11 13:43:46,108159.79,Annual,Pending,,Staff Augmentation,Active
CONT-003489,OPP-021272,ACC-000015,2024-12-06 00:00:00,2025-10-02 00:00:00,148837.27,Custom,Renewed,,Infrastructure & Environment Setup,Active
CONT-003490,OPP-021275,ACC-000060,2024-07-11 13:43:46,2027-06-07 13:43:46,60738.42,Annual,Renewed,,System Integration,Active
CONT-003491,OPP-021276,ACC-000049,2024-10-24 13:43:46,2025-12-14 13:43:46,101318,Annual,Renewed,,Development Projects,Active
CONT-003492,OPP-021277,ACC-000021,2021-07-11 00:00:00,2021-10-09 00:00:00,323075.36,Quarterly,Non-Renewed,Budget Constraints,Product Licensing,Inactive
CONT-003493,OPP-021279,ACC-000031,2025-05-05 13:43:46,2026-12-06 13:43:46,70886.31,Quarterly,Auto-Renew,,Professional Services,Active
CONT-003494,OPP-021282,ACC-000019,2025-03-05 13:43:46,2026-02-14 13:43:46,271146.64,Custom,Pending,,Support & Maintenance,Active
CONT-003495,OPP-021294,ACC-000007,2023-10-24 00:00:00,2024-01-22 00:00:00,476205.56,Quarterly,Non-Renewed,Competitor,Development Projects,Inactive
CONT-003496,OPP-021297,ACC-000013,2024-02-08 00:00:00,2025-02-07 00:00:00,131868.98,Annual,Non-Renewed,Budget Constraints,Data & Analytics Services,Inactive
CONT-003497,OPP-021312,ACC-000017,2022-12-26 00:00:00,2023-07-24 00:00:00,63340.61,Custom,Non-Renewed,Business Closure,Infrastructure & Environment Setup,Inactive
CONT-003498,OPP-021323,ACC-000013,2025-01-07 13:43:46,2027-05-17 13:43:46,310537.68,Quarterly,Auto-Renew,,Product Licensing,Active
CONT-003499,OPP-021324,ACC-000061,2022-12-03 00:00:00,2023-03-03 00:00:00,75532.51,Quarterly,Non-Renewed,Poor Service,System Integration,Inactive
CONT-003500,OPP-021325,ACC-000008,2024-11-25 00:00:00,2025-02-23 00:00:00,443840.69,Quarterly,Non-Renewed,Business Closure,Development Projects,Inactive
CONT-003501,OPP-021328,ACC-000021,2025-03-04 13:43:46,2027-06-19 13:43:46,40171.91,Annual,Auto-Renew,,Product Licensing,Active
CONT-003502,OPP-021331,ACC-000022,2025-06-13 13:43:46,2026-12-26 13:43:46,347220.41,Custom,Renewed,,Infrastructure & Environment Setup,Active
CONT-003503,OPP-021332,ACC-000037,2023-11-12 00:00:00,2024-02-10 00:00:00,188534.48,Quarterly,Non-Renewed,Product Issues,Support & Maintenance,Inactive
CONT-003504,OPP-021333,ACC-000046,2025-05-22 13:43:46,2026-07-29 13:43:46,454463.56,Annual,Renewed,,Professional Services,Active
CONT-003505,OPP-021335,ACC-000020,2025-01-10 13:43:46,2027-03-10 13:43:46,44265.08,Annual,Renewed,,Outcome-Based Contracts,Active
CONT-003506,OPP-021344,ACC-000032,2025-01-14 13:43:46,2025-09-23 13:43:46,74305.53,Quarterly,Renewed,,Staff Augmentation,Active
CONT-003507,OPP-021352,ACC-000062,2023-05-13 00:00:00,2024-05-12 00:00:00,255517.38,Annual,Non-Renewed,Budget Constraints,Support & Maintenance,Inactive
CONT-003508,OPP-021353,ACC-000058,2021-09-20 00:00:00,2022-09-20 00:00:00,107511.43,Annual,Non-Renewed,Poor Service,Professional Services,Inactive
CONT-003509,OPP-021360,ACC-000058,2021-01-05 00:00:00,2021-04-05 00:00:00,35600.48,Quarterly,Non-Renewed,Poor Service,Outcome-Based Contracts,Inactive
CONT-003510,OPP-021362,ACC-000057,2024-07-24 13:43:46,2025-11-09 13:43:46,64820.83,Quarterly,Renewed,,Outcome-Based Contracts,Active
CONT-003511,OPP-021368,ACC-000049,2023-06-18 00:00:00,2024-01-14 00:00:00,86839.29,Custom,Non-Renewed,Competitor,System Integration,Inactive
CONT-003512,OPP-021372,ACC-000009,2025-05-13 13:43:46,2027-04-14 13:43:46,69449.52,Custom,Renewed,,Professional Services,Active
CONT-003513,OPP-021378,ACC-000059,2022-04-07 00:00:00,2022-07-06 00:00:00,233000.17,Quarterly,Non-Renewed,Budget Constraints,Development Projects,Inactive
CONT-003514,OPP-021383,ACC-000037,2023-07-21 00:00:00,2023-12-18 00:00:00,182979.47,Custom,Non-Renewed,Business Closure,Data & Analytics Services,Inactive
CONT-003515,OPP-021386,ACC-000051,2024-11-03 13:43:46,2025-09-21 13:43:46,185404.75,Custom,Renewed,,Professional Services,Active
CONT-003516,OPP-021389,ACC-000060,2024-07-04 13:43:46,2027-01-01 13:43:46,415970.42,Annual,Renewed,,Infrastructure & Environment Setup,Active
CONT-003517,OPP-021396,ACC-000050,2024-10-06 13:43:46,2025-11-10 13:43:46,479412.92,Annual,Renewed,,Professional Services,Active
CONT-003518,OPP-021398,ACC-000049,2024-12-24 13:43:46,2026-12-10 13:43:46,306316.07,Custom,Pending,,Product Licensing,Active
CONT-003519,OPP-021400,ACC-000039,2025-03-14 13:43:46,2027-04-11 13:43:46,58617.88,Annual,Auto-Renew,,Staff Augmentation,Active
CONT-003520,OPP-021407,ACC-000037,2025-01-08 13:43:46,2027-02-13 13:43:46,60076.67,Quarterly,Pending,,Managed Services,Active
CONT-003521,OPP-021415,ACC-000041,2023-12-18 00:00:00,2024-08-14 00:00:00,142174.75,Custom,Non-Renewed,Business Closure,Product Licensing,Inactive
CONT-003522,OPP-021419,ACC-000023,2024-06-01 00:00:00,2025-06-01 00:00:00,366833.49,Annual,Non-Renewed,Business Closure,Infrastructure & Environment Setup,Inactive
CONT-003523,OPP-021425,ACC-000025,2024-02-02 00:00:00,2024-05-02 00:00:00,176831.54,Quarterly,Non-Renewed,Business Closure,Product Licensing,Inactive
CONT-003524,OPP-021431,ACC-000028,2024-10-03 13:43:46,2026-01-14 13:43:46,332033.26,Custom,Renewed,,System Integration,Active
CONT-003525,OPP-021432,ACC-000003,2022-10-20 00:00:00,2023-10-20 00:00:00,366996.95,Annual,Non-Renewed,Poor Service,Infrastructure & Environment Setup,Inactive
CONT-003526,OPP-021442,ACC-000009,2024-09-13 13:43:46,2026-11-14 13:43:46,434519.46,Quarterly,Auto-Renew,,Product Licensing,Active
CONT-003527,OPP-021452,ACC-000021,2022-10-15 00:00:00,2023-10-15 00:00:00,290578.15,Annual,Non-Renewed,Competitor,Support & Maintenance,Inactive
CONT-003528,OPP-021454,ACC-000037,2024-12-13 00:00:00,2025-05-12 00:00:00,427375.48,Custom,Non-Renewed,Poor Service,Development Projects,Inactive
CONT-003529,OPP-021457,ACC-000012,2024-04-15 00:00:00,2024-07-14 00:00:00,307677.8,Quarterly,Non-Renewed,Poor Service,Professional Services,Inactive
CONT-003530,OPP-021470,ACC-000025,2024-11-15 13:43:46,2026-09-23 13:43:46,358751.78,Annual,Pending,,Support & Maintenance,Active
CONT-003531,OPP-021478,ACC-000059,2021-06-02 00:00:00,2022-02-27 00:00:00,209243.55,Custom,Non-Renewed,Competitor,Product Licensing,Inactive
CONT-003532,OPP-021479,ACC-000060,2025-01-19 13:43:46,2027-02-15 13:43:46,23485.22,Quarterly,Pending,,Infrastructure & Environment Setup,Active
CONT-003533,OPP-021482,ACC-000056,2022-12-06 00:00:00,2023-03-06 00:00:00,64538.54,Quarterly,Non-Renewed,Budget Constraints,System Integration,Inactive
CONT-003534,OPP-021483,ACC-000043,2023-02-26 00:00:00,2023-07-26 00:00:00,91228.28,Custom,Non-Renewed,Merger/Acquisition,System Integration,Inactive
CONT-003535,OPP-021484,ACC-000037,2023-12-22 00:00:00,2024-03-21 00:00:00,312573.83,Quarterly,Non-Renewed,Budget Constraints,Development Projects,Inactive
CONT-003536,OPP-021487,ACC-000028,2024-10-21 13:43:46,2027-04-29 13:43:46,457376.49,Quarterly,Renewed,,Support & Maintenance,Active
CONT-003537,OPP-021491,ACC-000057,2025-03-28 13:43:46,2026-01-05 13:43:46,263328.83,Quarterly,Pending,,Outcome-Based Contracts,Active
CONT-003538,OPP-021494,ACC-000029,2025-03-16 13:43:46,2026-03-02 13:43:46,125824.29,Custom,Renewed,,Product Licensing,Active
CONT-003539,OPP-021506,ACC-000055,2025-01-25 13:43:46,2027-03-08 13:43:46,82111.57,Annual,Renewed,,Product Licensing,Active
CONT-003540,OPP-021513,ACC-000012,2025-01-22 13:43:46,2027-06-26 13:43:46,134283.85,Custom,Renewed,,Product Licensing,Active
CONT-003541,OPP-021520,ACC-000019,2022-08-11 00:00:00,2022-11-09 00:00:00,482228.89,Quarterly,Non-Renewed,Product Issues,System Integration,Inactive
CONT-003542,OPP-021526,ACC-000004,2025-04-17 13:43:46,2026-07-20 13:43:46,187054.57,Annual,Auto-Renew,,Outcome-Based Contracts,Active
CONT-003543,OPP-021539,ACC-000018,2025-04-22 13:43:46,2026-03-09 13:43:46,134332.79,Quarterly,Auto-Renew,,Managed Services,Active
CONT-003544,OPP-021542,ACC-000003,2023-01-27 00:00:00,2023-10-24 00:00:00,376256.29,Custom,Non-Renewed,Budget Constraints,Infrastructure & Environment Setup,Inactive
CONT-003545,OPP-021543,ACC-000009,2022-11-28 00:00:00,2023-02-26 00:00:00,468271.85,Quarterly,Non-Renewed,Poor Service,Product Licensing,Inactive
CONT-003546,OPP-021549,ACC-000028,2024-09-24 13:43:46,2026-12-03 13:43:46,467094.19,Custom,Pending,,Infrastructure & Environment Setup,Active
CONT-003547,OPP-021556,ACC-000043,2022-11-24 00:00:00,2023-02-22 00:00:00,373456.07,Quarterly,Non-Renewed,Competitor,Professional Services,Inactive
CONT-003548,OPP-021558,ACC-000043,2024-10-27 13:43:46,2026-04-17 13:43:46,48428.26,Custom,Auto-Renew,,Product Licensing,Active
CONT-003549,OPP-021559,ACC-000020,2021-08-17 00:00:00,2022-08-17 00:00:00,99935.29,Annual,Non-Renewed,Budget Constraints,Professional Services,Inactive
CONT-003550,OPP-021564,ACC-000018,2025-05-06 13:43:46,2026-03-14 13:43:46,436287.14,Annual,Pending,,Outcome-Based Contracts,Active
CONT-003551,OPP-021573,ACC-000020,2024-09-13 00:00:00,2025-01-11 00:00:00,217078.07,Custom,Non-Renewed,Budget Constraints,Product Licensing,Inactive
CONT-003552,OPP-021586,ACC-000014,2024-09-29 13:43:46,2026-07-10 13:43:46,168062.11,Annual,Renewed,,Outcome-Based Contracts,Active
CONT-003553,OPP-021594,ACC-000036,2023-08-01 00:00:00,2023-10-30 00:00:00,82708.07,Quarterly,Non-Renewed,Competitor,Support & Maintenance,Inactive
CONT-003554,OPP-021596,ACC-000009,2024-02-04 00:00:00,2024-05-04 00:00:00,77062.1,Quarterly,Non-Renewed,Competitor,Support & Maintenance,Inactive
CONT-003555,OPP-021604,ACC-000023,2022-03-10 00:00:00,2022-06-08 00:00:00,368595.42,Quarterly,Non-Renewed,Business Closure,Outcome-Based Contracts,Inactive
CONT-003556,OPP-021608,ACC-000023,2024-09-06 13:43:46,2025-07-15 13:43:46,69865.19,Annual,Pending,,Staff Augmentation,Active
CONT-003557,OPP-021614,ACC-000037,2025-01-17 13:43:46,2025-10-26 13:43:46,86850.42,Custom,Auto-Renew,,System Integration,Active
CONT-003558,OPP-021619,ACC-000030,2025-04-27 13:43:46,2027-04-10 13:43:46,495426.55,Custom,Renewed,,Development Projects,Active
CONT-003559,OPP-021626,ACC-000007,2025-01-08 13:43:46,2025-07-11 13:43:46,256034.67,Quarterly,Auto-Renew,,System Integration,Active
CONT-003560,OPP-021628,ACC-000011,2024-12-04 13:43:46,2027-02-09 13:43:46,205473.79,Annual,Pending,,Product Licensing,Active
CONT-003561,OPP-021629,ACC-000054,2025-02-04 13:43:46,2027-03-11 13:43:46,350017.88,Custom,Pending,,Managed Services,Active
CONT-003562,OPP-021637,ACC-000038,2024-09-10 00:00:00,2025-09-10 00:00:00,332644.19,Annual,Renewed,,Support & Maintenance,Active
CONT-003563,OPP-021643,ACC-000044,2024-07-17 13:43:46,2025-10-08 13:43:46,285200.99,Annual,Renewed,,System Integration,Active
CONT-003564,OPP-021644,ACC-000024,2023-03-23 00:00:00,2024-03-22 00:00:00,50056.68,Annual,Non-Renewed,Competitor,Managed Services,Inactive
CONT-003565,OPP-021646,ACC-000014,2021-09-12 00:00:00,2021-12-11 00:00:00,84174.04,Quarterly,Non-Renewed,Budget Constraints,Development Projects,Inactive
