Activity_ID,Account_ID,Activity_Date,Activity_Type,Activity_Channel,Activity_Outcome,Activity_Score
ENG-004198,ACC-000017,2023-12-03 13:55:20,Webinar,Marketing,Negative,8
ENG-004199,ACC-000004,2023-03-19 08:44:58,Call,Sales,Positive,3
ENG-004200,ACC-000056,2025-02-06 07:02:36,Call,Marketing,Negative,7
ENG-004201,ACC-000051,2025-05-07 15:51:48,Webinar,Marketing,Positive,4
ENG-004202,ACC-000058,2021-10-17 09:37:44,In-Person,Sales,Neutral,3
ENG-004203,ACC-000037,2021-10-29 11:14:07,In-Person,Sales,Negative,6
ENG-004204,ACC-000027,2022-03-07 05:30:27,Email,Support,Neutral,1
ENG-004205,ACC-000008,2022-12-14 09:00:56,Webinar,Support,Negative,1
ENG-004206,ACC-000060,2022-06-18 02:18:37,Webinar,Support,Neutral,9
ENG-004207,ACC-000005,2022-10-28 13:11:14,Call,Sales,Neutral,9
ENG-004208,ACC-000043,2022-11-02 19:48:21,Call,Support,Positive,3
ENG-004209,ACC-000031,2024-04-07 23:49:18,Email,Marketing,Positive,2
ENG-004210,ACC-000020,2022-09-24 04:16:51,Email,Sales,Neutral,4
ENG-004211,ACC-000008,2024-07-06 04:36:32,In-Person,Support,Negative,5
ENG-004212,ACC-000015,2022-08-18 01:49:20,Call,Support,Neutral,9
ENG-004213,ACC-000052,2024-01-25 00:06:59,Call,Sales,Positive,1
ENG-004214,ACC-000013,2024-03-25 23:48:36,Call,Support,Neutral,10
ENG-004215,ACC-000023,2023-03-04 21:22:19,Webinar,Marketing,Positive,9
ENG-004216,ACC-000050,2022-08-23 22:35:27,In-Person,Support,Negative,1
ENG-004217,ACC-000039,2025-04-07 13:16:41,Email,Marketing,Negative,8
ENG-004218,ACC-000051,2023-05-20 16:44:34,Email,Sales,Positive,6
ENG-004219,ACC-000062,2024-10-23 18:33:04,Webinar,Marketing,Negative,4
ENG-004220,ACC-000059,2025-02-27 21:29:09,Email,Support,Positive,3
ENG-004221,ACC-000041,2025-06-25 21:36:18,In-Person,Support,Negative,10
ENG-004222,ACC-000013,2023-01-13 17:29:43,Email,Support,Neutral,6
ENG-004223,ACC-000055,2024-09-02 09:17:38,In-Person,Marketing,Negative,4
ENG-004224,ACC-000051,2023-12-27 07:41:02,Webinar,Support,Positive,4
ENG-004225,ACC-000028,2023-09-15 19:37:08,In-Person,Support,Negative,6
ENG-004226,ACC-000003,2023-05-29 01:42:24,In-Person,Sales,Positive,1
ENG-004227,ACC-000036,2023-04-02 16:21:35,In-Person,Support,Negative,3
ENG-004228,ACC-000025,2022-03-15 11:48:00,In-Person,Support,Negative,3
ENG-004229,ACC-000054,2022-04-10 05:30:11,Email,Sales,Positive,2
ENG-004230,ACC-000001,2025-02-14 13:03:17,In-Person,Support,Positive,7
ENG-004231,ACC-000007,2021-08-03 11:00:00,Webinar,Marketing,Negative,4
ENG-004232,ACC-000058,2022-01-08 19:33:16,Email,Marketing,Positive,8
ENG-004233,ACC-000043,2024-08-02 03:03:04,In-Person,Marketing,Neutral,9
ENG-004234,ACC-000056,2022-06-28 01:15:52,Webinar,Sales,Neutral,4
ENG-004235,ACC-000021,2024-04-21 23:43:06,In-Person,Sales,Positive,3
ENG-004236,ACC-000014,2022-07-24 11:48:33,Email,Marketing,Positive,3
ENG-004237,ACC-000061,2024-08-27 03:24:42,Email,Marketing,Negative,1
ENG-004238,ACC-000041,2024-06-21 01:36:13,Call,Marketing,Neutral,5
ENG-004239,ACC-000010,2024-09-05 06:03:08,Webinar,Marketing,Negative,10
ENG-004240,ACC-000010,2021-10-30 22:45:31,Email,Support,Negative,6
ENG-004241,ACC-000026,2022-05-21 16:24:11,Call,Sales,Positive,10
ENG-004242,ACC-000022,2022-03-14 20:36:07,Email,Sales,Negative,1
ENG-004243,ACC-000058,2023-03-07 08:39:40,In-Person,Support,Negative,8
ENG-004244,ACC-000056,2021-12-05 14:11:40,Email,Support,Negative,2
ENG-004245,ACC-000035,2021-11-24 00:13:47,Call,Sales,Neutral,8
ENG-004246,ACC-000018,2021-10-05 16:04:54,Call,Support,Positive,8
ENG-004247,ACC-000043,2025-06-22 19:55:40,Webinar,Support,Negative,5
ENG-004248,ACC-000050,2025-03-24 13:42:10,Call,Marketing,Negative,6
ENG-004249,ACC-000010,2023-07-03 15:22:26,Call,Marketing,Positive,4
ENG-004250,ACC-000050,2023-10-28 12:49:15,In-Person,Support,Neutral,1
ENG-004251,ACC-000033,2021-09-20 04:29:12,Webinar,Marketing,Neutral,4
ENG-004252,ACC-000037,2021-08-08 12:41:02,In-Person,Marketing,Neutral,7
ENG-004253,ACC-000005,2024-10-08 04:13:14,Webinar,Marketing,Neutral,8
ENG-004254,ACC-000003,2023-03-07 07:25:42,Webinar,Sales,Neutral,10
ENG-004255,ACC-000005,2023-09-20 13:13:23,Email,Marketing,Negative,2
ENG-004256,ACC-000024,2024-09-28 22:51:38,Call,Sales,Negative,5
ENG-004257,ACC-000005,2021-11-04 21:33:31,Call,Marketing,Negative,6
ENG-004258,ACC-000022,2021-12-07 00:27:38,In-Person,Sales,Positive,10
ENG-004259,ACC-000060,2022-08-10 06:39:30,Call,Marketing,Negative,7
ENG-004260,ACC-000038,2024-02-13 18:14:53,Email,Marketing,Neutral,8
ENG-004261,ACC-000036,2022-02-24 18:46:36,In-Person,Sales,Positive,1
ENG-004262,ACC-000031,2021-11-06 13:04:50,Call,Support,Positive,5
ENG-004263,ACC-000011,2024-04-10 19:39:37,In-Person,Support,Negative,1
ENG-004264,ACC-000005,2025-06-14 17:54:20,In-Person,Support,Positive,2
ENG-004265,ACC-000010,2025-04-04 02:29:32,Webinar,Support,Positive,10
ENG-004266,ACC-000016,2023-02-24 04:14:56,In-Person,Marketing,Neutral,8
ENG-004267,ACC-000035,2022-10-22 03:54:10,In-Person,Sales,Positive,10
ENG-004268,ACC-000062,2022-06-19 20:44:19,In-Person,Support,Positive,3
ENG-004269,ACC-000028,2022-07-17 21:20:22,In-Person,Sales,Positive,2
ENG-004270,ACC-000052,2024-08-17 09:11:51,Email,Support,Neutral,7
ENG-004271,ACC-000044,2022-09-13 00:33:04,Call,Sales,Neutral,10
ENG-004272,ACC-000062,2023-05-17 23:56:49,In-Person,Marketing,Negative,7
ENG-004273,ACC-000023,2024-02-26 18:37:18,Email,Marketing,Positive,10
ENG-004274,ACC-000058,2022-01-10 22:41:56,Webinar,Support,Positive,10
ENG-004275,ACC-000006,2022-01-18 12:05:39,In-Person,Sales,Neutral,4
ENG-004276,ACC-000002,2023-09-24 20:06:23,Webinar,Support,Positive,2
ENG-004277,ACC-000010,2025-01-21 03:56:15,Call,Support,Positive,10
ENG-004278,ACC-000005,2022-03-20 14:27:20,Webinar,Support,Neutral,8
ENG-004279,ACC-000052,2021-08-11 22:56:38,In-Person,Sales,Neutral,10
ENG-004280,ACC-000041,2021-08-22 04:24:05,In-Person,Sales,Neutral,1
ENG-004281,ACC-000046,2024-04-24 08:38:01,Call,Support,Positive,7
ENG-004282,ACC-000062,2023-01-03 21:44:04,In-Person,Sales,Neutral,5
ENG-004283,ACC-000035,2025-02-24 02:36:11,In-Person,Sales,Neutral,5
ENG-004284,ACC-000037,2025-05-20 09:33:24,In-Person,Marketing,Neutral,5
ENG-004285,ACC-000057,2022-11-15 18:06:45,Call,Sales,Positive,7
ENG-004286,ACC-000057,2025-03-02 02:58:26,Webinar,Sales,Negative,1
ENG-004287,ACC-000017,2023-07-08 06:03:51,Webinar,Support,Positive,7
ENG-004288,ACC-000016,2023-06-24 07:57:50,Webinar,Sales,Negative,4
ENG-004289,ACC-000031,2025-03-12 11:10:11,Email,Support,Negative,7
ENG-004290,ACC-000018,2023-10-16 08:10:01,In-Person,Marketing,Positive,8
ENG-004291,ACC-000029,2025-06-19 19:44:43,Call,Support,Negative,10
ENG-004292,ACC-000042,2022-08-25 18:04:29,Webinar,Support,Negative,7
ENG-004293,ACC-000015,2023-10-28 16:58:44,Webinar,Support,Positive,6
ENG-004294,ACC-000038,2023-05-20 14:45:00,In-Person,Marketing,Positive,3
ENG-004295,ACC-000024,2022-01-24 11:10:39,Webinar,Support,Positive,9
ENG-004296,ACC-000011,2024-06-16 06:59:41,In-Person,Sales,Negative,4
ENG-004297,ACC-000028,2023-10-14 07:49:36,Webinar,Support,Positive,6
ENG-004298,ACC-000040,2022-03-30 14:07:59,Webinar,Marketing,Negative,9
ENG-004299,ACC-000054,2024-01-02 09:30:08,Webinar,Marketing,Neutral,6
ENG-004300,ACC-000060,2024-01-12 21:16:57,Webinar,Sales,Negative,7
ENG-004301,ACC-000016,2023-06-07 18:54:04,Webinar,Sales,Neutral,5
ENG-004302,ACC-000048,2024-03-04 20:53:08,Email,Sales,Negative,5
ENG-004303,ACC-000051,2024-09-03 23:10:37,Call,Sales,Negative,2
ENG-004304,ACC-000026,2024-03-12 07:58:38,Email,Marketing,Positive,5
ENG-004305,ACC-000018,2025-03-22 09:36:32,In-Person,Sales,Positive,10
ENG-004306,ACC-000057,2023-11-21 16:35:40,Webinar,Sales,Neutral,1
ENG-004307,ACC-000034,2023-05-05 06:51:38,Email,Support,Positive,1
ENG-004308,ACC-000038,2023-09-19 17:43:29,Webinar,Marketing,Neutral,3
ENG-004309,ACC-000039,2024-03-18 10:41:55,In-Person,Marketing,Positive,10
ENG-004310,ACC-000043,2024-03-18 01:04:12,Webinar,Support,Positive,3
ENG-004311,ACC-000007,2023-10-05 18:38:37,Call,Marketing,Neutral,3
ENG-004312,ACC-000004,2022-10-22 14:44:23,Email,Support,Neutral,1
ENG-004313,ACC-000031,2025-05-10 12:50:24,Webinar,Sales,Negative,6
ENG-004314,ACC-000013,2022-12-19 21:06:04,Webinar,Marketing,Negative,7
ENG-004315,ACC-000024,2023-07-16 19:00:18,Webinar,Sales,Negative,3
ENG-004316,ACC-000055,2023-10-14 22:00:53,Email,Support,Positive,1
ENG-004317,ACC-000003,2022-06-16 09:41:27,Webinar,Sales,Negative,7
ENG-004318,ACC-000055,2024-11-29 15:24:32,Webinar,Sales,Positive,3
ENG-004319,ACC-000047,2021-11-14 16:32:41,Email,Marketing,Positive,1
ENG-004320,ACC-000010,2023-05-15 23:28:30,Webinar,Support,Positive,2
ENG-004321,ACC-000014,2022-10-19 19:53:12,In-Person,Sales,Neutral,6
ENG-004322,ACC-000034,2023-01-17 19:07:10,In-Person,Support,Neutral,10
ENG-004323,ACC-000022,2023-03-30 21:48:02,In-Person,Support,Negative,7
ENG-004324,ACC-000052,2022-08-06 04:02:15,Call,Marketing,Negative,4
ENG-004325,ACC-000061,2022-02-25 11:17:58,Call,Sales,Negative,6
ENG-004326,ACC-000036,2022-10-13 03:44:51,Webinar,Support,Neutral,6
ENG-004327,ACC-000026,2021-07-14 23:16:42,In-Person,Support,Positive,2
ENG-004328,ACC-000015,2021-06-28 17:10:18,Webinar,Support,Positive,5
ENG-004329,ACC-000057,2023-09-19 12:22:20,Email,Support,Neutral,3
ENG-004330,ACC-000060,2024-12-16 05:17:26,Email,Support,Positive,4
ENG-004331,ACC-000020,2024-09-18 12:57:27,In-Person,Sales,Positive,5
ENG-004332,ACC-000027,2025-02-04 19:27:55,Email,Marketing,Positive,1
ENG-004333,ACC-000020,2022-01-26 07:22:41,Email,Marketing,Neutral,10
ENG-004334,ACC-000027,2022-12-14 18:41:16,In-Person,Marketing,Positive,1
ENG-004335,ACC-000036,2022-09-17 01:00:01,Webinar,Marketing,Negative,3
ENG-004336,ACC-000037,2023-06-27 10:41:47,Webinar,Sales,Negative,1
ENG-004337,ACC-000010,2023-10-07 19:39:41,Call,Marketing,Negative,8
ENG-004338,ACC-000029,2021-07-11 11:48:47,Webinar,Support,Neutral,5
ENG-004339,ACC-000013,2024-05-31 23:39:05,Call,Sales,Positive,6
ENG-004340,ACC-000004,2025-05-30 23:40:33,Email,Support,Negative,6
ENG-004341,ACC-000061,2023-08-01 18:16:12,Call,Support,Positive,9
ENG-004342,ACC-000040,2024-09-14 03:47:33,Webinar,Sales,Neutral,6
ENG-004343,ACC-000012,2023-07-09 16:04:42,In-Person,Sales,Negative,3
ENG-004344,ACC-000013,2022-10-07 00:01:07,Email,Support,Negative,3
ENG-004345,ACC-000040,2021-07-12 18:13:00,Email,Support,Positive,1
ENG-004346,ACC-000009,2024-09-30 07:24:08,Webinar,Sales,Negative,2
ENG-004347,ACC-000014,2023-04-28 05:31:13,Email,Support,Positive,1
ENG-004348,ACC-000015,2024-11-19 04:00:43,Email,Sales,Neutral,8
ENG-004349,ACC-000029,2022-09-26 14:40:31,Call,Marketing,Negative,2
ENG-004350,ACC-000043,2024-01-11 23:38:31,In-Person,Sales,Neutral,1
ENG-004351,ACC-000029,2022-06-22 18:03:48,In-Person,Support,Neutral,10
ENG-004352,ACC-000040,2024-11-17 07:22:12,Webinar,Sales,Positive,1
ENG-004353,ACC-000012,2021-07-09 18:50:05,Webinar,Marketing,Neutral,4
ENG-004354,ACC-000004,2023-10-28 04:33:39,Call,Support,Positive,10
ENG-004355,ACC-000036,2023-01-30 00:10:56,Webinar,Sales,Positive,4
ENG-004356,ACC-000002,2022-04-17 12:09:52,Email,Sales,Negative,3
ENG-004357,ACC-000003,2023-03-30 04:21:16,Email,Marketing,Neutral,8
ENG-004358,ACC-000005,2025-03-29 23:06:52,Call,Support,Neutral,3
ENG-004359,ACC-000062,2023-11-16 08:42:36,Email,Marketing,Positive,5
ENG-004360,ACC-000004,2023-05-08 14:14:07,Webinar,Support,Neutral,7
ENG-004361,ACC-000059,2023-03-03 19:09:11,Webinar,Marketing,Negative,8
ENG-004362,ACC-000047,2022-07-21 18:31:53,Call,Sales,Negative,8
ENG-004363,ACC-000021,2022-03-09 04:51:24,Webinar,Sales,Positive,10
ENG-004364,ACC-000051,2024-07-13 04:32:55,Email,Sales,Positive,7
ENG-004365,ACC-000024,2024-08-16 15:28:27,Email,Marketing,Neutral,3
ENG-004366,ACC-000051,2024-03-28 02:00:41,In-Person,Marketing,Positive,6
ENG-004367,ACC-000033,2023-02-23 23:39:55,Call,Support,Positive,6
ENG-004368,ACC-000039,2025-01-05 11:43:14,Call,Marketing,Negative,6
ENG-004369,ACC-000025,2023-02-06 07:56:23,In-Person,Marketing,Neutral,5
ENG-004370,ACC-000059,2022-06-06 06:00:38,Email,Support,Neutral,4
ENG-004371,ACC-000041,2022-08-11 02:20:39,Email,Sales,Negative,2
ENG-004372,ACC-000051,2021-10-29 14:52:54,Email,Support,Positive,2
ENG-004373,ACC-000006,2023-04-15 11:57:14,Call,Support,Negative,8
ENG-004374,ACC-000062,2024-02-24 23:27:38,Call,Support,Negative,6
ENG-004375,ACC-000045,2022-07-05 17:14:26,In-Person,Marketing,Negative,1
ENG-004376,ACC-000043,2023-09-09 02:20:52,Call,Sales,Positive,8
ENG-004377,ACC-000019,2024-09-28 05:46:56,Call,Marketing,Positive,10
ENG-004378,ACC-000010,2024-11-22 06:21:52,Webinar,Support,Negative,10
ENG-004379,ACC-000040,2025-05-12 03:17:16,Webinar,Marketing,Neutral,3
ENG-004380,ACC-000039,2024-02-06 04:05:11,Webinar,Marketing,Positive,8
ENG-004381,ACC-000007,2024-12-04 02:18:17,Email,Support,Positive,8
ENG-004382,ACC-000061,2024-06-10 13:06:41,In-Person,Marketing,Neutral,4
ENG-004383,ACC-000015,2024-05-27 02:58:08,In-Person,Support,Positive,1
ENG-004384,ACC-000024,2022-08-24 21:35:42,Webinar,Support,Positive,2
ENG-004385,ACC-000025,2022-09-13 19:15:04,Email,Sales,Negative,6
ENG-004386,ACC-000044,2024-03-31 21:57:34,Webinar,Marketing,Negative,7
ENG-004387,ACC-000055,2024-08-25 16:03:03,Email,Support,Negative,1
ENG-004388,ACC-000045,2023-10-02 22:02:54,Email,Support,Neutral,5
ENG-004389,ACC-000020,2024-12-06 00:18:03,In-Person,Support,Neutral,9
ENG-004390,ACC-000054,2022-08-20 04:08:25,In-Person,Marketing,Negative,10
ENG-004391,ACC-000060,2023-03-31 23:54:04,Webinar,Support,Neutral,8
ENG-004392,ACC-000002,2022-04-16 14:54:00,Email,Support,Neutral,10
ENG-004393,ACC-000044,2025-02-13 09:50:42,In-Person,Marketing,Negative,6
ENG-004394,ACC-000005,2021-10-12 22:15:00,Webinar,Support,Negative,8
ENG-004395,ACC-000032,2022-04-07 22:21:41,Webinar,Marketing,Negative,3
ENG-004396,ACC-000026,2022-01-26 19:26:31,In-Person,Marketing,Negative,4
ENG-004397,ACC-000011,2022-09-21 10:37:27,Webinar,Sales,Positive,5
ENG-004398,ACC-000012,2021-12-17 00:06:42,In-Person,Sales,Neutral,6
ENG-004399,ACC-000051,2024-03-13 22:48:36,Email,Support,Neutral,10
ENG-004400,ACC-000010,2023-06-05 22:08:48,Call,Sales,Positive,7
ENG-004401,ACC-000023,2024-02-13 04:21:02,Call,Support,Negative,3
ENG-004402,ACC-000002,2023-06-01 22:06:53,Webinar,Marketing,Negative,3
ENG-004403,ACC-000010,2022-08-25 07:37:28,Webinar,Support,Positive,6
ENG-004404,ACC-000060,2024-06-20 17:14:24,In-Person,Support,Positive,3
ENG-004405,ACC-000038,2024-02-20 23:40:21,Webinar,Sales,Negative,10
ENG-004406,ACC-000026,2023-08-01 20:40:11,Email,Sales,Positive,8
ENG-004407,ACC-000043,2022-04-16 07:01:36,Email,Marketing,Neutral,3
ENG-004408,ACC-000053,2022-11-08 16:11:36,Webinar,Marketing,Positive,1
ENG-004409,ACC-000028,2021-07-28 16:50:30,In-Person,Support,Neutral,5
ENG-004410,ACC-000040,2022-02-19 22:15:58,Call,Marketing,Negative,9
ENG-004411,ACC-000022,2021-09-13 16:08:47,Call,Support,Positive,2
ENG-004412,ACC-000015,2023-10-07 14:53:03,Call,Support,Neutral,10
ENG-004413,ACC-000035,2021-08-01 22:49:41,Email,Marketing,Positive,2
ENG-004414,ACC-000053,2022-04-13 09:59:05,Call,Support,Positive,2
ENG-004415,ACC-000061,2021-12-04 10:45:39,Email,Support,Neutral,5
ENG-004416,ACC-000033,2022-09-09 19:43:16,Call,Marketing,Neutral,9
ENG-004417,ACC-000010,2022-08-20 18:03:03,In-Person,Marketing,Neutral,9
ENG-004418,ACC-000032,2022-01-08 19:31:41,In-Person,Sales,Positive,2
ENG-004419,ACC-000049,2024-07-13 14:09:58,Call,Marketing,Neutral,5
ENG-004420,ACC-000036,2023-05-10 15:05:08,Call,Sales,Neutral,5
ENG-004421,ACC-000049,2024-08-01 02:14:43,Email,Marketing,Positive,1
ENG-004422,ACC-000051,2021-07-11 07:35:58,In-Person,Support,Negative,9
ENG-004423,ACC-000059,2022-06-25 05:32:00,In-Person,Sales,Negative,9
ENG-004424,ACC-000031,2021-11-15 16:30:58,Email,Sales,Negative,6
ENG-004425,ACC-000050,2022-02-17 15:37:27,In-Person,Marketing,Neutral,5
ENG-004426,ACC-000061,2021-07-21 10:42:39,In-Person,Marketing,Neutral,2
ENG-004427,ACC-000039,2023-08-04 07:42:30,In-Person,Marketing,Positive,4
ENG-004428,ACC-000019,2022-05-31 23:05:15,Email,Support,Negative,3
ENG-004429,ACC-000046,2022-12-11 17:09:50,In-Person,Support,Positive,2
ENG-004430,ACC-000013,2023-04-12 09:31:28,Email,Support,Neutral,2
ENG-004431,ACC-000003,2022-10-25 14:08:58,Webinar,Support,Negative,5
ENG-004432,ACC-000035,2024-10-31 03:41:33,Email,Support,Neutral,8
ENG-004433,ACC-000061,2024-11-21 11:50:44,Call,Support,Neutral,10
ENG-004434,ACC-000029,2023-08-11 19:16:09,Email,Sales,Negative,10
ENG-004435,ACC-000039,2023-01-26 12:24:56,Webinar,Marketing,Negative,9
ENG-004436,ACC-000007,2023-06-18 21:08:19,Email,Marketing,Negative,4
ENG-004437,ACC-000008,2024-06-15 05:20:29,Call,Support,Positive,7
ENG-004438,ACC-000028,2024-11-09 00:10:51,In-Person,Support,Negative,3
ENG-004439,ACC-000046,2021-08-16 20:58:28,Call,Support,Positive,6
ENG-004440,ACC-000060,2022-11-23 14:17:27,Email,Marketing,Positive,9
ENG-004441,ACC-000022,2021-10-31 04:39:45,Email,Marketing,Neutral,4
ENG-004442,ACC-000056,2025-01-28 23:24:51,Call,Support,Neutral,1
ENG-004443,ACC-000021,2024-09-06 12:59:27,Email,Sales,Positive,9
ENG-004444,ACC-000058,2022-02-10 12:16:40,Email,Marketing,Negative,1
ENG-004445,ACC-000060,2021-09-23 14:59:23,Webinar,Marketing,Negative,3
ENG-004446,ACC-000060,2022-08-16 13:42:08,In-Person,Marketing,Positive,10
ENG-004447,ACC-000050,2024-10-15 12:09:55,Call,Support,Neutral,7
ENG-004448,ACC-000035,2023-02-28 04:16:23,In-Person,Support,Neutral,7
ENG-004449,ACC-000060,2021-10-17 11:08:35,Email,Support,Positive,9
ENG-004450,ACC-000057,2023-10-20 09:23:33,Email,Marketing,Negative,7
ENG-004451,ACC-000044,2023-06-28 22:04:16,Email,Support,Neutral,7
ENG-004452,ACC-000058,2022-04-06 16:24:25,Call,Marketing,Neutral,2
ENG-004453,ACC-000057,2022-04-23 03:10:36,In-Person,Support,Neutral,8
ENG-004454,ACC-000007,2025-04-19 23:48:25,Email,Sales,Negative,5
ENG-004455,ACC-000062,2025-01-25 20:35:15,Call,Support,Positive,4
ENG-004456,ACC-000010,2022-07-22 01:22:01,Email,Support,Positive,10
ENG-004457,ACC-000010,2024-12-19 03:02:39,Call,Marketing,Negative,9
ENG-004458,ACC-000047,2023-02-11 07:57:56,Email,Sales,Positive,8
ENG-004459,ACC-000048,2025-01-05 05:12:12,Call,Marketing,Neutral,6
ENG-004460,ACC-000046,2021-07-18 04:04:06,Call,Sales,Neutral,8
ENG-004461,ACC-000025,2022-01-04 00:47:06,Call,Marketing,Positive,7
ENG-004462,ACC-000049,2024-10-03 20:16:30,Webinar,Marketing,Positive,1
ENG-004463,ACC-000041,2024-07-12 19:01:28,Call,Marketing,Neutral,4
ENG-004464,ACC-000050,2022-07-20 07:43:06,Call,Marketing,Positive,8
ENG-004465,ACC-000039,2023-02-16 08:02:03,In-Person,Sales,Positive,8
ENG-004466,ACC-000059,2024-10-08 15:05:35,Call,Sales,Negative,7
ENG-004467,ACC-000038,2023-05-17 16:30:35,Email,Marketing,Negative,5
ENG-004468,ACC-000023,2022-07-17 12:36:11,In-Person,Support,Negative,1
ENG-004469,ACC-000046,2024-08-17 10:09:31,Email,Marketing,Neutral,7
ENG-004470,ACC-000024,2021-08-19 15:04:59,In-Person,Marketing,Neutral,3
ENG-004471,ACC-000040,2022-05-03 23:41:34,Webinar,Marketing,Positive,3
ENG-004472,ACC-000021,2023-06-14 10:53:21,In-Person,Support,Neutral,10
ENG-004473,ACC-000033,2024-08-13 20:32:56,Email,Sales,Neutral,4
ENG-004474,ACC-000039,2024-10-08 06:32:31,Webinar,Marketing,Neutral,1
ENG-004475,ACC-000049,2021-11-21 12:49:22,In-Person,Marketing,Neutral,3
ENG-004476,ACC-000038,2023-09-16 03:12:12,Call,Sales,Neutral,8
ENG-004477,ACC-000010,2024-04-28 04:18:08,In-Person,Sales,Negative,5
ENG-004478,ACC-000005,2022-05-18 09:12:04,In-Person,Marketing,Negative,7
ENG-004479,ACC-000032,2023-07-03 01:56:34,Call,Marketing,Positive,9
ENG-004480,ACC-000051,2023-02-23 01:17:03,In-Person,Sales,Negative,8
ENG-004481,ACC-000017,2024-05-22 03:44:23,Webinar,Marketing,Negative,10
ENG-004482,ACC-000019,2022-10-26 10:00:33,In-Person,Sales,Positive,9
ENG-004483,ACC-000013,2025-06-21 22:21:47,Webinar,Support,Neutral,8
ENG-004484,ACC-000016,2022-11-12 10:23:51,Webinar,Sales,Negative,6
ENG-004485,ACC-000014,2022-03-01 23:11:30,In-Person,Marketing,Negative,9
ENG-004486,ACC-000052,2024-03-01 22:40:20,Call,Sales,Neutral,10
ENG-004487,ACC-000035,2024-08-02 20:22:30,Call,Sales,Neutral,6
ENG-004488,ACC-000001,2021-09-02 02:32:01,Email,Marketing,Negative,9
ENG-004489,ACC-000052,2024-08-28 11:04:24,In-Person,Support,Neutral,3
ENG-004490,ACC-000008,2025-06-23 19:18:50,Call,Support,Neutral,3
ENG-004491,ACC-000062,2023-10-30 07:33:15,In-Person,Support,Neutral,7
ENG-004492,ACC-000019,2023-09-15 19:16:02,Call,Support,Negative,3
ENG-004493,ACC-000018,2022-01-04 07:29:40,Webinar,Sales,Negative,2
ENG-004494,ACC-000050,2022-07-27 01:54:44,Email,Support,Negative,9
ENG-004495,ACC-000037,2023-07-16 03:16:06,Email,Marketing,Positive,6
ENG-004496,ACC-000031,2024-03-16 11:28:49,Webinar,Marketing,Negative,9
ENG-004497,ACC-000016,2022-10-05 18:17:17,In-Person,Sales,Negative,2
ENG-004498,ACC-000036,2022-05-03 06:40:58,Webinar,Sales,Positive,1
ENG-004499,ACC-000010,2023-01-09 11:24:30,In-Person,Sales,Positive,1
ENG-004500,ACC-000001,2025-04-07 06:51:25,Email,Support,Negative,6
ENG-004501,ACC-000047,2021-09-17 11:41:31,In-Person,Marketing,Neutral,2
ENG-004502,ACC-000038,2025-03-01 05:13:13,Webinar,Marketing,Positive,1
ENG-004503,ACC-000059,2024-04-29 05:54:43,Webinar,Sales,Neutral,2
ENG-004504,ACC-000036,2022-06-01 21:27:47,Webinar,Marketing,Positive,8
ENG-004505,ACC-000035,2021-12-21 00:00:25,Webinar,Sales,Neutral,10
ENG-004506,ACC-000004,2022-06-30 03:10:22,In-Person,Marketing,Positive,2
ENG-004507,ACC-000034,2024-03-07 18:17:07,In-Person,Support,Neutral,1
ENG-004508,ACC-000002,2023-05-04 00:26:54,Call,Marketing,Positive,7
ENG-004509,ACC-000024,2022-11-14 16:28:07,Call,Support,Positive,5
ENG-004510,ACC-000059,2021-07-21 23:29:37,Webinar,Sales,Neutral,3
ENG-004511,ACC-000039,2022-03-15 13:22:30,Call,Sales,Neutral,5
ENG-004512,ACC-000043,2024-11-13 14:44:58,Webinar,Sales,Negative,7
ENG-004513,ACC-000053,2022-08-31 11:29:04,Webinar,Support,Neutral,1
ENG-004514,ACC-000025,2023-12-23 20:48:28,Email,Support,Positive,6
ENG-004515,ACC-000059,2021-12-31 10:35:20,Webinar,Marketing,Negative,7
ENG-004516,ACC-000056,2023-03-05 10:31:54,In-Person,Support,Neutral,7
ENG-004517,ACC-000050,2024-11-05 11:08:29,Email,Support,Positive,2
ENG-004518,ACC-000039,2022-07-11 04:45:22,Call,Sales,Positive,4
ENG-004519,ACC-000060,2021-07-12 10:39:28,Webinar,Sales,Positive,5
ENG-004520,ACC-000032,2021-09-01 19:21:18,Webinar,Sales,Neutral,5
ENG-004521,ACC-000035,2023-12-18 05:51:01,Webinar,Marketing,Neutral,6
ENG-004522,ACC-000039,2024-10-27 15:48:10,Email,Marketing,Neutral,6
ENG-004523,ACC-000011,2024-06-05 14:48:29,Call,Support,Negative,4
ENG-004524,ACC-000021,2023-07-06 21:06:14,Call,Sales,Positive,3
ENG-004525,ACC-000019,2024-06-01 23:23:05,Webinar,Marketing,Neutral,4
ENG-004526,ACC-000007,2024-01-10 18:08:02,Email,Marketing,Negative,1
ENG-004527,ACC-000001,2022-02-24 08:14:50,Email,Sales,Positive,3
ENG-004528,ACC-000061,2023-01-26 12:28:28,Call,Support,Negative,8
ENG-004529,ACC-000016,2024-10-07 23:07:26,Email,Marketing,Neutral,8
ENG-004530,ACC-000011,2021-11-14 13:46:53,In-Person,Sales,Negative,9
ENG-004531,ACC-000047,2022-07-19 22:46:00,Email,Marketing,Neutral,9
ENG-004532,ACC-000021,2022-02-28 13:09:12,Webinar,Marketing,Neutral,3
ENG-004533,ACC-000012,2023-08-14 04:04:04,Webinar,Support,Negative,6
ENG-004534,ACC-000009,2021-11-17 13:25:32,Webinar,Support,Neutral,2
